JS_ID,Com_ID,WE_Role,Proficiency,Domain
32377,5692,Cybersecurity Engineer,Programming,Computer Science
7525,15205,Sales Representative,Creative Writing,Literature
7525,44013,IT Security Analyst,Public Speaking,Communication
7525,96774,Financial Analyst,Data Analysis,Statistics
7525,96774,Financial Analyst,Project Management,Business
7525,96774,Financial Analyst,Programming,Computer Science
7525,9916,HR Coordinator,Data Analysis,Statistics
7525,9916,HR Coordinator,Graphic Design,Design
7525,9916,HR Coordinator,Project Management,Business
7525,9916,HR Coordinator,Public Speaking,Communication
84035,53725,IT Security Specialist,Web Development,Computer Science
84035,94529,Lawyer,Data Analysis,Statistics
84035,94529,Lawyer,Project Management,Business
84035,94529,Lawyer,Public Speaking,Communication
84035,94529,Lawyer,Programming,Computer Science
84035,2449,Copywriter,Graphic Design,Design
84035,2449,Copywriter,Public Speaking,Communication
30203,93094,Legal Counsel,Digital Marketing,Business
30203,93094,Legal Counsel,Public Speaking,Communication
30203,80294,Quality Assurance Engineer,Data Analysis,Statistics
30203,12548,Public Relations Manager,Data Analysis,Statistics
30203,12548,Public Relations Manager,Problem Solving,Mathematics
30203,12548,Public Relations Manager,Graphic Design,Design
30203,12548,Public Relations Manager,Web Development,Computer Science
30203,19052,Occupational Therapist,Data Analysis,Statistics
30203,19052,Occupational Therapist,Marketing,Business
30203,19052,Occupational Therapist,Programming,Computer Science
7818,76515,IT Analyst,Graphic Design,Design
7818,76515,IT Analyst,Digital Marketing,Business
7818,76515,IT Analyst,Programming,Computer Science
71548,5834,Tax Preparer,Digital Marketing,Business
71548,5834,Tax Preparer,Marketing,Business
71548,5834,Tax Preparer,Web Development,Computer Science
71548,54618,Quality Assurance Engineer,Project Management,Business
71548,87831,Financial Clerk,Graphic Design,Design
71548,87831,Financial Clerk,Digital Marketing,Business
71548,87831,Financial Clerk,Marketing,Business
71548,87831,Financial Clerk,Project Management,Business
12285,70548,Software Developer,Web Development,Computer Science
12285,70548,Software Developer,Marketing,Business
12285,70548,Software Developer,Programming,Computer Science
12285,13567,Cybersecurity Analyst,Data Analysis,Statistics
12285,13567,Cybersecurity Analyst,Creative Writing,Literature
53602,88498,Financial Risk Analyst,Data Analysis,Statistics
53602,88498,Financial Risk Analyst,Public Speaking,Communication
53602,88498,Financial Risk Analyst,Web Development,Computer Science
45465,74230,Physical Therapist,Problem Solving,Mathematics
45465,74230,Physical Therapist,Public Speaking,Communication
45465,53619,Data Analyst,Digital Marketing,Business
45465,53619,Data Analyst,Marketing,Business
45465,53619,Data Analyst,Public Speaking,Communication
45465,53619,Data Analyst,Programming,Computer Science
52243,79254,Physical Therapy Assistant,Digital Marketing,Business
10388,56412,Legal Assistant,Data Analysis,Statistics
10388,56412,Legal Assistant,Web Development,Computer Science
10388,91276,Event Coordinator,Digital Marketing,Business
10388,91276,Event Coordinator,Programming,Computer Science
10388,119,Recruitment Specialist,Project Management,Business
82153,81213,Public Relations Coordinator,Marketing,Business
82153,81213,Public Relations Coordinator,Public Speaking,Communication
82153,82461,Nurse Manager,Problem Solving,Mathematics
82153,82461,Nurse Manager,Marketing,Business
82153,82461,Nurse Manager,Project Management,Business
82153,74230,HR Assistant,Problem Solving,Mathematics
82153,74230,HR Assistant,Public Speaking,Communication
46427,66589,Legal Secretary,Graphic Design,Design
46427,66589,Legal Secretary,Data Analysis,Statistics
46427,66589,Legal Secretary,Creative Writing,Literature
46427,66589,Legal Secretary,Project Management,Business
46427,66589,Legal Secretary,Digital Marketing,Business
46427,76334,IT Manager,Graphic Design,Design
46427,76334,IT Manager,Digital Marketing,Business
46427,76334,IT Manager,Web Development,Computer Science
46427,6045,Lawyer,Marketing,Business
19267,63492,IT Manager,Digital Marketing,Business
19267,63492,IT Manager,Graphic Design,Design
19267,63492,IT Manager,Programming,Computer Science
19267,23465,Accountant,Project Management,Business
19267,19218,IT Administrator,Digital Marketing,Business
19267,19218,IT Administrator,Public Speaking,Communication
19267,70864,Network Administrator,Digital Marketing,Business
19267,70864,Network Administrator,Marketing,Business
19267,70864,Network Administrator,Programming,Computer Science
19267,88498,HR Specialist,Problem Solving,Mathematics
61774,27486,Dental Assistant,Data Analysis,Statistics
61774,27486,Dental Assistant,Graphic Design,Design
61774,27486,Dental Assistant,Public Speaking,Communication
61774,27486,Dental Assistant,Programming,Computer Science
61774,48431,Customer Success Manager,Data Analysis,Statistics
61774,48431,Customer Success Manager,Graphic Design,Design
61774,48431,Customer Success Manager,Web Development,Computer Science
61774,72160,Product Marketing Manager,Project Management,Business
61774,72160,Product Marketing Manager,Web Development,Computer Science
61774,49858,Software Tester,Project Management,Business
61774,81311,IT Technician,Data Analysis,Statistics
13731,91013,Pharmacist,Graphic Design,Design
13731,91013,Pharmacist,Creative Writing,Literature
13731,91013,Pharmacist,Web Development,Computer Science
13731,91013,Pharmacist,Public Speaking,Communication
13731,91013,Pharmacist,Programming,Computer Science
13731,88190,Insurance Claims Adjuster,Digital Marketing,Business
13731,88190,Insurance Claims Adjuster,Project Management,Business
13731,88190,Insurance Claims Adjuster,Public Speaking,Communication
13731,88190,Insurance Claims Adjuster,Web Development,Computer Science
13731,88498,Insurance Claims Adjuster,Graphic Design,Design
13731,88498,Insurance Claims Adjuster,Marketing,Business
13731,88498,Insurance Claims Adjuster,Problem Solving,Mathematics
13731,88498,Insurance Claims Adjuster,Project Management,Business
13731,88498,Insurance Claims Adjuster,Programming,Computer Science
13731,46441,Insurance Broker,Data Analysis,Statistics
13731,46441,Insurance Broker,Project Management,Business
89146,56146,IT Specialist,Data Analysis,Statistics
89146,56146,IT Specialist,Digital Marketing,Business
89146,56146,IT Specialist,Graphic Design,Design
89146,56146,IT Specialist,Programming,Computer Science
89146,43999,Retail Manager,Creative Writing,Literature
89146,56188,Copywriter,Data Analysis,Statistics
60196,89086,Product Owner,Problem Solving,Mathematics
60196,50925,Network Administrator,Problem Solving,Mathematics
60196,88190,Insurance Agent,Digital Marketing,Business
60196,88190,Insurance Agent,Project Management,Business
60196,88190,Insurance Agent,Programming,Computer Science
60196,71737,Occupational Therapist,Problem Solving,Mathematics
44375,98302,Marketing Analyst,Data Analysis,Statistics
44375,98302,Marketing Analyst,Marketing,Business
44375,98302,Marketing Analyst,Creative Writing,Literature
44375,98302,Marketing Analyst,Web Development,Computer Science
44375,49186,Systems Engineer,Graphic Design,Design
44375,70864,Network Engineer,Data Analysis,Statistics
44375,70864,Network Engineer,Graphic Design,Design
84902,55853,Marketing Coordinator,Data Analysis,Statistics
84902,55853,Marketing Coordinator,Problem Solving,Mathematics
84902,62746,Marketing Analyst,Graphic Design,Design
84902,62746,Marketing Analyst,Creative Writing,Literature
84902,62746,Marketing Analyst,Project Management,Business
84902,62746,Marketing Analyst,Web Development,Computer Science
84902,62746,Marketing Analyst,Digital Marketing,Business
89222,22899,Operations Analyst,Web Development,Computer Science
89222,15205,Insurance Agent,Digital Marketing,Business
89222,46650,Pharmacist,Graphic Design,Design
89222,79856,Sales Support Specialist,Data Analysis,Statistics
89222,79856,Sales Support Specialist,Digital Marketing,Business
89222,79856,Sales Support Specialist,Marketing,Business
89222,27486,Architect,Marketing,Business
89222,27486,Architect,Project Management,Business
91057,40315,Operations Manager,Data Analysis,Statistics
91057,40315,Operations Manager,Marketing,Business
91057,40315,Operations Manager,Creative Writing,Literature
91057,80666,IT Technician,Project Management,Business
91057,53619,Recruitment Specialist,Creative Writing,Literature
91057,53619,Recruitment Specialist,Programming,Computer Science
79412,70634,Business Development Executive,Problem Solving,Mathematics
79412,70634,Business Development Executive,Digital Marketing,Business
79412,70634,Business Development Executive,Project Management,Business
79412,49858,Network Technician,Data Analysis,Statistics
79412,49858,Network Technician,Digital Marketing,Business
79412,49858,Network Technician,Project Management,Business
79412,49858,Network Technician,Creative Writing,Literature
79412,66589,Event Manager,Graphic Design,Design
79412,66589,Event Manager,Marketing,Business
79412,66589,Event Manager,Project Management,Business
79412,74230,Sales Representative,Graphic Design,Design
79412,74230,Sales Representative,Web Development,Computer Science
79412,79254,Medical Office Manager,Creative Writing,Literature
18292,34338,Physical Therapist,Project Management,Business
18292,42509,Technical Support Specialist,Data Analysis,Statistics
18292,42509,Technical Support Specialist,Graphic Design,Design
18292,42509,Technical Support Specialist,Project Management,Business
18292,79856,Software Tester,Creative Writing,Literature
18292,96774,Marketing Analyst,Graphic Design,Design
18292,96774,Marketing Analyst,Public Speaking,Communication
18292,93094,Electrician,Programming,Computer Science
18292,93094,Electrician,Problem Solving,Mathematics
18292,93094,Electrician,Creative Writing,Literature
18292,93094,Electrician,Web Development,Computer Science
97771,52530,Data Entry Clerk,Digital Marketing,Business
97771,52530,Data Entry Clerk,Project Management,Business
97771,89657,Dental Assistant,Problem Solving,Mathematics
97771,89657,Dental Assistant,Marketing,Business
97771,89657,Dental Assistant,Creative Writing,Literature
43210,19052,Graphic Artist,Data Analysis,Statistics
43210,19052,Graphic Artist,Creative Writing,Literature
43210,19052,Graphic Artist,Problem Solving,Mathematics
43210,19052,Graphic Artist,Digital Marketing,Business
43210,19052,Graphic Artist,Public Speaking,Communication
99302,1539,Teacher,Digital Marketing,Business
99302,1539,Teacher,Marketing,Business
99302,1539,Teacher,Creative Writing,Literature
99302,1539,Teacher,Web Development,Computer Science
99302,56412,User Interface Designer,Data Analysis,Statistics
99302,56412,User Interface Designer,Project Management,Business
99302,56412,User Interface Designer,Programming,Computer Science
53517,74593,Brand Strategist,Programming,Computer Science
53517,74593,Brand Strategist,Web Development,Computer Science
53517,70864,SEO Specialist,Problem Solving,Mathematics
53517,70864,SEO Specialist,Marketing,Business
53517,70864,SEO Specialist,Public Speaking,Communication
53517,70864,SEO Specialist,Programming,Computer Science
53517,1539,Corporate Trainer,Problem Solving,Mathematics
53517,1539,Corporate Trainer,Marketing,Business
53517,1539,Corporate Trainer,Public Speaking,Communication
29075,1539,Healthcare Administrator,Data Analysis,Statistics
29075,1539,Healthcare Administrator,Public Speaking,Communication
29075,1539,Healthcare Administrator,Programming,Computer Science
29075,63492,Supply Chain Analyst,Problem Solving,Mathematics
29075,63492,Supply Chain Analyst,Digital Marketing,Business
29075,63492,Supply Chain Analyst,Creative Writing,Literature
29075,63492,Supply Chain Analyst,Programming,Computer Science
29075,84040,Insurance Claims Adjuster,Data Analysis,Statistics
29075,84040,Insurance Claims Adjuster,Marketing,Business
29075,84040,Insurance Claims Adjuster,Creative Writing,Literature
29075,84040,Insurance Claims Adjuster,Project Management,Business
29075,84040,Insurance Claims Adjuster,Web Development,Computer Science
29075,98020,IT Administrator,Data Analysis,Statistics
29075,98020,IT Administrator,Marketing,Business
29075,98020,IT Administrator,Public Speaking,Communication
29075,98020,IT Administrator,Creative Writing,Literature
66862,31001,Customer Success Manager,Data Analysis,Statistics
66862,31001,Customer Success Manager,Problem Solving,Mathematics
66862,31001,Customer Success Manager,Graphic Design,Design
66862,31001,Customer Success Manager,Digital Marketing,Business
40456,70427,Business Consultant,Problem Solving,Mathematics
40456,70427,Business Consultant,Graphic Design,Design
40456,70427,Business Consultant,Project Management,Business
40456,70427,Business Consultant,Web Development,Computer Science
13947,2449,Account Coordinator,Data Analysis,Statistics
13947,2449,Account Coordinator,Graphic Design,Design
13947,2449,Account Coordinator,Public Speaking,Communication
13947,2449,Account Coordinator,Web Development,Computer Science
13947,43999,Electrical Engineer,Marketing,Business
13947,43999,Electrical Engineer,Project Management,Business
13947,43999,Electrical Engineer,Web Development,Computer Science
13947,43999,Electrical Engineer,Digital Marketing,Business
13947,43999,Electrical Engineer,Programming,Computer Science
13947,91043,Occupational Therapist,Graphic Design,Design
13947,91043,Occupational Therapist,Marketing,Business
13947,91043,Occupational Therapist,Programming,Computer Science
93760,48407,Medical Laboratory Technician,Data Analysis,Statistics
93760,48407,Medical Laboratory Technician,Programming,Computer Science
57215,22020,Digital Content Creator,Data Analysis,Statistics
57215,22020,Digital Content Creator,Marketing,Business
57215,22020,Digital Content Creator,Project Management,Business
57215,22020,Digital Content Creator,Programming,Computer Science
51639,79856,Event Planner,Marketing,Business
51639,79856,Event Planner,Programming,Computer Science
51639,56867,Medical Office Manager,Problem Solving,Mathematics
51639,56867,Medical Office Manager,Programming,Computer Science
51639,83904,Market Research Manager,Problem Solving,Mathematics
51639,83904,Market Research Manager,Web Development,Computer Science
51639,48407,Environmental Scientist,Public Speaking,Communication
51639,48407,Environmental Scientist,Creative Writing,Literature
97425,34338,Medical Records Clerk,Data Analysis,Statistics
97425,34338,Medical Records Clerk,Digital Marketing,Business
97425,34338,Medical Records Clerk,Graphic Design,Design
97425,34338,Medical Records Clerk,Creative Writing,Literature
39538,19218,IT Project Manager,Data Analysis,Statistics
39538,19218,IT Project Manager,Problem Solving,Mathematics
39538,49186,Marketing Manager,Problem Solving,Mathematics
39538,49186,Marketing Manager,Digital Marketing,Business
39538,49186,Marketing Manager,Project Management,Business
39538,49186,Marketing Manager,Programming,Computer Science
39538,17808,UX Designer,Programming,Computer Science
36344,40315,Data Entry Clerk,Public Speaking,Communication
73888,89079,Product Marketing Manager,Digital Marketing,Business
73888,89079,Product Marketing Manager,Marketing,Business
73888,89079,Product Marketing Manager,Public Speaking,Communication
73888,89079,Product Marketing Manager,Web Development,Computer Science
73888,22899,Healthcare Consultant,Web Development,Computer Science
90598,91301,HR Recruiter,Graphic Design,Design
90598,91301,HR Recruiter,Marketing,Business
90598,91301,HR Recruiter,Web Development,Computer Science
70446,72160,Public Relations Manager,Public Speaking,Communication
70446,72160,Public Relations Manager,Web Development,Computer Science
70446,94529,IT Security Specialist,Problem Solving,Mathematics
70446,22020,Sales Associate,Graphic Design,Design
72916,58983,HR Director,Data Analysis,Statistics
37290,88498,Business Development Manager,Problem Solving,Mathematics
37290,88498,Business Development Manager,Project Management,Business
37290,88498,Business Development Manager,Programming,Computer Science
38026,91013,Quality Assurance Analyst,Problem Solving,Mathematics
38026,91013,Quality Assurance Analyst,Programming,Computer Science
38026,59022,Business Consultant,Project Management,Business
38026,59022,Business Consultant,Public Speaking,Communication
38026,59022,Business Consultant,Programming,Computer Science
38026,59022,Marketing Analyst,Data Analysis,Statistics
38026,59022,Marketing Analyst,Public Speaking,Communication
38026,59022,Marketing Analyst,Creative Writing,Literature
38026,79856,Graphic Designer,Public Speaking,Communication
38026,59770,Quality Assurance Analyst,Graphic Design,Design
38026,59770,Quality Assurance Analyst,Programming,Computer Science
31810,44556,Healthcare Consultant,Project Management,Business
31810,9850,Medical Billing Specialist,Data Analysis,Statistics
31810,9850,Medical Billing Specialist,Marketing,Business
31810,9850,Medical Billing Specialist,Programming,Computer Science
31810,23985,Research Assistant,Graphic Design,Design
31810,23985,Research Assistant,Data Analysis,Statistics
31810,23985,Research Assistant,Problem Solving,Mathematics
31810,23985,Research Assistant,Project Management,Business
31810,23985,Research Assistant,Digital Marketing,Business
88987,14622,Public Relations Specialist,Graphic Design,Design
88987,14622,Public Relations Specialist,Creative Writing,Literature
88987,48407,Data Entry Clerk,Digital Marketing,Business
88987,48407,Data Entry Clerk,Public Speaking,Communication
88987,74230,Mechanical Engineer,Data Analysis,Statistics
88987,74230,Mechanical Engineer,Public Speaking,Communication
88987,80656,Civil Engineer,Graphic Design,Design
88987,80656,Civil Engineer,Web Development,Computer Science
88987,80656,Civil Engineer,Public Speaking,Communication
88987,80656,Civil Engineer,Programming,Computer Science
88987,12977,Financial Auditor,Problem Solving,Mathematics
88987,12977,Financial Auditor,Digital Marketing,Business
88987,12977,Financial Auditor,Marketing,Business
88987,12977,Financial Auditor,Graphic Design,Design
9864,91301,Physical Therapist,Programming,Computer Science
9864,91301,Physical Therapist,Marketing,Business
9864,91301,Physical Therapist,Problem Solving,Mathematics
9864,91301,Physical Therapist,Web Development,Computer Science
87867,47327,Interior Decorator,Graphic Design,Design
87867,91276,Market Analyst,Data Analysis,Statistics
87867,91276,Market Analyst,Problem Solving,Mathematics
87867,91276,Market Analyst,Marketing,Business
87867,52530,Product Owner,Programming,Computer Science
87867,49858,HR Coordinator,Data Analysis,Statistics
87867,49858,HR Coordinator,Web Development,Computer Science
87867,49858,HR Coordinator,Programming,Computer Science
90411,37359,Healthcare Administrator,Problem Solving,Mathematics
90411,37359,Healthcare Administrator,Marketing,Business
90411,37359,Healthcare Administrator,Creative Writing,Literature
90411,50885,Teacher,Digital Marketing,Business
90411,50885,Teacher,Public Speaking,Communication
90411,50885,Teacher,Creative Writing,Literature
90411,50885,Teacher,Web Development,Computer Science
22692,15223,Cybersecurity Engineer,Data Analysis,Statistics
22692,15223,Cybersecurity Engineer,Problem Solving,Mathematics
22692,15223,Cybersecurity Engineer,Public Speaking,Communication
22692,15223,Cybersecurity Engineer,Programming,Computer Science
22692,19248,Research Scientist,Data Analysis,Statistics
22692,19248,Research Scientist,Digital Marketing,Business
22692,19248,Research Scientist,Marketing,Business
22692,19248,Research Scientist,Creative Writing,Literature
22692,276,Digital Marketing Coordinator,Marketing,Business
22692,51230,Physical Therapist,Marketing,Business
22692,51230,Physical Therapist,Creative Writing,Literature
35967,91276,Tax Preparer,Creative Writing,Literature
35967,52530,IT Specialist,Marketing,Business
35967,52530,IT Specialist,Programming,Computer Science
35967,42897,Medical Billing Specialist,Problem Solving,Mathematics
35967,42897,Medical Billing Specialist,Marketing,Business
82686,45130,Public Relations Coordinator,Project Management,Business
82686,14547,Public Relations Manager,Web Development,Computer Science
62045,48407,Sales Manager,Graphic Design,Design
62045,48407,Sales Manager,Digital Marketing,Business
62045,48407,Sales Manager,Project Management,Business
62045,48431,Medical Laboratory Technician,Problem Solving,Mathematics
62045,48431,Medical Laboratory Technician,Graphic Design,Design
62045,48431,Medical Laboratory Technician,Public Speaking,Communication
62045,48431,Medical Laboratory Technician,Web Development,Computer Science
62045,83911,Digital Content Creator,Data Analysis,Statistics
62045,83911,Digital Content Creator,Problem Solving,Mathematics
60929,31001,Marketing Communications Manager,Project Management,Business
60929,31001,Marketing Communications Manager,Web Development,Computer Science
60929,66589,Dental Assistant,Digital Marketing,Business
60929,66589,Dental Assistant,Marketing,Business
60929,66589,Dental Assistant,Public Speaking,Communication
60929,66589,Dental Assistant,Programming,Computer Science
60929,50885,Research Coordinator,Marketing,Business
80191,62746,Corporate Trainer,Data Analysis,Statistics
80191,62746,Corporate Trainer,Graphic Design,Design
80191,62746,Corporate Trainer,Public Speaking,Communication
80191,62746,Corporate Trainer,Programming,Computer Science
80191,15205,Tax Preparer,Digital Marketing,Business
80191,15205,Tax Preparer,Project Management,Business
80191,15205,Tax Preparer,Creative Writing,Literature
80191,70864,Marketing Analyst,Problem Solving,Mathematics
80191,70864,Marketing Analyst,Creative Writing,Literature
80191,70864,Marketing Analyst,Programming,Computer Science
48501,39087,Public Relations Manager,Digital Marketing,Business
48501,91276,Pharmacist,Data Analysis,Statistics
48501,91276,Pharmacist,Project Management,Business
48501,91276,Pharmacist,Creative Writing,Literature
60533,47708,Architect,Creative Writing,Literature
57651,59276,Customer Experience Manager,Marketing,Business
13894,82267,IT Technician,Graphic Design,Design
13894,82267,IT Technician,Project Management,Business
13894,82267,IT Technician,Public Speaking,Communication
13894,82267,IT Technician,Programming,Computer Science
4508,26386,Graphic Designer,Problem Solving,Mathematics
4508,41804,Medical Records Clerk,Data Analysis,Statistics
4508,41804,Medical Records Clerk,Problem Solving,Mathematics
4508,98753,Business Analyst,Digital Marketing,Business
4508,98753,Business Analyst,Public Speaking,Communication
4508,98753,Business Analyst,Creative Writing,Literature
6035,70634,Social Media Coordinator,Problem Solving,Mathematics
6035,70634,Social Media Coordinator,Programming,Computer Science
6035,12977,Financial Analyst,Marketing,Business
6035,50885,IT Analyst,Project Management,Business
6035,50885,IT Analyst,Web Development,Computer Science
32296,98302,Cybersecurity Analyst,Digital Marketing,Business
32296,44556,Electrician,Marketing,Business
32296,44556,Electrician,Creative Writing,Literature
32296,44556,Electrician,Programming,Computer Science
32296,35142,Web Developer,Digital Marketing,Business
32296,35142,Web Developer,Programming,Computer Science
32296,70400,Logistics Manager,Data Analysis,Statistics
32296,70400,Logistics Manager,Public Speaking,Communication
32296,70400,Logistics Manager,Programming,Computer Science
32296,89086,Graphic Artist,Problem Solving,Mathematics
32296,89086,Graphic Artist,Public Speaking,Communication
32296,89086,Graphic Artist,Programming,Computer Science
69070,94529,SEO Specialist,Marketing,Business
69070,94529,SEO Specialist,Creative Writing,Literature
69070,94529,SEO Specialist,Project Management,Business
69070,94529,SEO Specialist,Public Speaking,Communication
69070,94529,SEO Specialist,Programming,Computer Science
69070,81213,Occupational Therapist,Data Analysis,Statistics
69070,81213,Occupational Therapist,Project Management,Business
69070,81213,Occupational Therapist,Public Speaking,Communication
69070,81213,Occupational Therapist,Programming,Computer Science
69070,70386,Legal Secretary,Programming,Computer Science
69070,70386,Legal Secretary,Digital Marketing,Business
69070,70386,Legal Secretary,Problem Solving,Mathematics
69070,70386,Legal Secretary,Web Development,Computer Science
86511,79856,UX Designer,Digital Marketing,Business
86511,79856,UX Designer,Creative Writing,Literature
44491,6045,Business Systems Analyst,Public Speaking,Communication
44491,56550,Product Marketing Manager,Graphic Design,Design
44491,56550,Product Marketing Manager,Project Management,Business
44491,56550,Product Marketing Manager,Creative Writing,Literature
44491,56550,Product Marketing Manager,Web Development,Computer Science
58421,89079,Data Analyst,Graphic Design,Design
58421,89079,Data Analyst,Marketing,Business
58421,8786,Marketing Coordinator,Problem Solving,Mathematics
58421,8786,Marketing Coordinator,Marketing,Business
58421,94529,Dental Hygienist,Data Analysis,Statistics
58421,94529,Dental Hygienist,Graphic Design,Design
58421,94529,Dental Hygienist,Programming,Computer Science
58421,31001,HR Generalist,Web Development,Computer Science
58421,31001,HR Generalist,Project Management,Business
58421,31001,HR Generalist,Programming,Computer Science
75398,56867,Account Coordinator,Graphic Design,Design
75398,56867,Account Coordinator,Creative Writing,Literature
75398,56949,Teacher,Digital Marketing,Business
75398,56949,Teacher,Marketing,Business
75398,49186,IT Manager,Problem Solving,Mathematics
13587,39087,Lawyer,Marketing,Business
13587,39087,Lawyer,Public Speaking,Communication
69159,14363,SEO Specialist,Graphic Design,Design
69159,14363,SEO Specialist,Project Management,Business
69159,14363,SEO Specialist,Programming,Computer Science
77655,34187,Product Owner,Graphic Design,Design
77655,26386,Content Writer,Data Analysis,Statistics
77655,26386,Content Writer,Graphic Design,Design
77655,26386,Content Writer,Marketing,Business
77655,26386,Content Writer,Web Development,Computer Science
77655,71362,Project Coordinator,Data Analysis,Statistics
77655,71362,Project Coordinator,Marketing,Business
77655,71362,Project Coordinator,Project Management,Business
77655,71362,Project Coordinator,Web Development,Computer Science
22669,97028,Insurance Claims Adjuster,Marketing,Business
44477,80294,Operations Supervisor,Creative Writing,Literature
44477,80294,Operations Supervisor,Web Development,Computer Science
82865,50885,HR Specialist,Graphic Design,Design
82865,50885,HR Specialist,Data Analysis,Statistics
82865,50885,HR Specialist,Marketing,Business
82865,50885,HR Specialist,Project Management,Business
82865,50885,HR Specialist,Digital Marketing,Business
82865,46441,Database Administrator,Data Analysis,Statistics
82865,46441,Database Administrator,Graphic Design,Design
82865,46441,Database Administrator,Creative Writing,Literature
82865,48079,Market Research Analyst,Project Management,Business
82865,10584,HR Specialist,Data Analysis,Statistics
82865,10584,HR Specialist,Programming,Computer Science
82865,10584,HR Specialist,Problem Solving,Mathematics
82865,10584,HR Specialist,Web Development,Computer Science
82865,76334,Nurse Manager,Data Analysis,Statistics
82865,76334,Nurse Manager,Marketing,Business
82865,76334,Nurse Manager,Public Speaking,Communication
81469,276,Market Research Assistant,Public Speaking,Communication
81469,276,Market Research Assistant,Programming,Computer Science
81469,56188,Financial Analyst,Data Analysis,Statistics
81469,56188,Financial Analyst,Public Speaking,Communication
81469,56188,Financial Analyst,Creative Writing,Literature
81469,94380,Interior Designer,Web Development,Computer Science
81469,72160,Product Owner,Web Development,Computer Science
81469,5413,Physical Therapy Assistant,Data Analysis,Statistics
81469,5413,Physical Therapy Assistant,Digital Marketing,Business
81469,5413,Physical Therapy Assistant,Marketing,Business
81469,5413,Physical Therapy Assistant,Creative Writing,Literature
1888,48079,Legal Researcher,Project Management,Business
1888,48079,Legal Researcher,Programming,Computer Science
69645,70704,Digital Content Creator,Data Analysis,Statistics
69645,70704,Digital Content Creator,Digital Marketing,Business
69645,2449,User Interface Designer,Project Management,Business
69645,64735,Logistics Manager,Project Management,Business
22725,80294,Dental Hygienist,Digital Marketing,Business
22725,80294,Dental Hygienist,Graphic Design,Design
22725,91043,Product Owner,Public Speaking,Communication
22725,91043,Product Owner,Web Development,Computer Science
22725,89657,Environmental Engineer,Data Analysis,Statistics
22725,89657,Environmental Engineer,Project Management,Business
33398,8786,Market Research Analyst,Project Management,Business
33398,8786,Market Research Analyst,Public Speaking,Communication
33398,8786,Market Research Analyst,Programming,Computer Science
33398,8539,Business Analyst,Problem Solving,Mathematics
33398,8539,Business Analyst,Project Management,Business
33398,119,Event Coordinator,Data Analysis,Statistics
33398,119,Event Coordinator,Public Speaking,Communication
33398,5808,HR Generalist,Digital Marketing,Business
33398,56188,Social Worker,Project Management,Business
33398,56188,Social Worker,Creative Writing,Literature
67997,80294,Nurse Manager,Data Analysis,Statistics
67997,80294,Nurse Manager,Problem Solving,Mathematics
67997,80294,Nurse Manager,Digital Marketing,Business
67997,80294,Nurse Manager,Programming,Computer Science
27708,82267,Financial Manager,Data Analysis,Statistics
27708,82267,Financial Manager,Creative Writing,Literature
27708,82267,Financial Manager,Project Management,Business
27708,82267,Financial Manager,Web Development,Computer Science
27708,82267,Financial Manager,Programming,Computer Science
27708,74230,Project Manager,Digital Marketing,Business
27708,74230,Project Manager,Marketing,Business
27708,74230,Project Manager,Programming,Computer Science
94488,59770,Marketing Coordinator,Data Analysis,Statistics
94488,59770,Marketing Coordinator,Programming,Computer Science
94488,31001,Marketing Coordinator,Data Analysis,Statistics
94488,31001,Marketing Coordinator,Programming,Computer Science
44693,5834,Financial Auditor,Data Analysis,Statistics
44693,5834,Financial Auditor,Problem Solving,Mathematics
44693,5834,Financial Auditor,Marketing,Business
44693,5834,Financial Auditor,Public Speaking,Communication
78944,87831,Brand Strategist,Data Analysis,Statistics
78944,87831,Brand Strategist,Digital Marketing,Business
78944,87831,Brand Strategist,Web Development,Computer Science
78944,10584,Business Consultant,Problem Solving,Mathematics
78944,10584,Business Consultant,Digital Marketing,Business
78944,61483,Marketing Assistant,Graphic Design,Design
78944,61483,Marketing Assistant,Marketing,Business
78944,80294,Physical Therapist,Data Analysis,Statistics
78944,80294,Physical Therapist,Graphic Design,Design
78944,80294,Physical Therapist,Digital Marketing,Business
78944,80294,Physical Therapist,Creative Writing,Literature
78944,97925,Business Consultant,Data Analysis,Statistics
90082,23873,Insurance Claims Adjuster,Problem Solving,Mathematics
90082,23873,Insurance Claims Adjuster,Digital Marketing,Business
90082,23873,Insurance Claims Adjuster,Project Management,Business
46339,47708,Operations Manager,Data Analysis,Statistics
46339,47708,Operations Manager,Project Management,Business
46339,41181,Marketing Coordinator,Data Analysis,Statistics
46339,41181,Marketing Coordinator,Problem Solving,Mathematics
46339,41181,Marketing Coordinator,Public Speaking,Communication
46339,41181,Marketing Coordinator,Programming,Computer Science
30479,66608,Operations Analyst,Graphic Design,Design
30479,66608,Operations Analyst,Public Speaking,Communication
30479,66608,Operations Analyst,Web Development,Computer Science
30479,5692,Systems Administrator,Graphic Design,Design
30479,5692,Systems Administrator,Programming,Computer Science
30479,4713,Medical Laboratory Technician,Graphic Design,Design
30479,4713,Medical Laboratory Technician,Creative Writing,Literature
30479,21063,Corporate Trainer,Graphic Design,Design
30479,21063,Corporate Trainer,Creative Writing,Literature
30479,21063,Corporate Trainer,Web Development,Computer Science
30479,97028,Cybersecurity Engineer,Marketing,Business
94274,56146,Sales Manager,Problem Solving,Mathematics
