JS_ID,Com_ID,WE_Role,WE_Salary,Duration,Year
75777,5991,Cybersecurity Engineer,4792300,9,2018
75777,15205,Financial Risk Analyst,4602400,1,2000
32377,276,HR Specialist,9252800,10,2007
32377,4713,IT Security Specialist,6083300,4,2001
32377,91043,Supply Chain Analyst,5356700,9,2011
32377,76875,Sales Representative,9749400,3,2014
32377,5692,Cybersecurity Engineer,1195300,8,2013
7525,15205,Sales Representative,1456100,2,2000
7525,44013,IT Security Analyst,7161500,7,2012
7525,96774,Financial Analyst,5331500,2,2009
7525,9916,HR Coordinator,2603000,3,2005
84035,53725,IT Security Specialist,8470900,7,2004
84035,94529,Lawyer,5378100,6,2019
84035,2449,Copywriter,2002100,5,2016
30203,93094,Legal Counsel,145800,9,2007
30203,80294,Quality Assurance Engineer,8411400,1,2012
30203,12548,Public Relations Manager,3562900,1,2020
30203,19052,Occupational Therapist,8852200,4,2020
7818,76515,IT Analyst,6728900,4,2012
71548,5834,Tax Preparer,8396700,1,2020
71548,54618,Quality Assurance Engineer,7990500,10,2011
71548,87831,Financial Clerk,7146000,1,2007
12285,70548,Software Developer,9996200,8,2007
12285,13567,Cybersecurity Analyst,578000,6,2019
53602,88498,Financial Risk Analyst,9999600,9,2005
45465,74230,Physical Therapist,9781000,10,2016
45465,53619,Data Analyst,884500,9,2012
52243,79254,Physical Therapy Assistant,4551100,1,2012
10388,56412,Legal Assistant,5560700,4,2000
10388,91276,Event Coordinator,9475300,5,2001
10388,119,Recruitment Specialist,3982200,10,2010
82153,81213,Public Relations Coordinator,600100,4,2020
82153,82461,Nurse Manager,2409800,7,2008
82153,74230,HR Assistant,8135500,4,2010
46427,66589,Legal Secretary,7089500,5,2003
46427,76334,IT Manager,9522800,10,2002
46427,6045,Lawyer,5481600,2,2011
19267,63492,IT Manager,2352700,2,2002
19267,23465,Accountant,5050400,6,2000
19267,19218,IT Administrator,5485700,8,2007
19267,70864,Network Administrator,2907100,7,2014
19267,88498,HR Specialist,8035900,2,2018
61774,27486,Dental Assistant,6025000,9,2008
61774,48431,Customer Success Manager,9238200,1,2020
61774,72160,Product Marketing Manager,6349700,10,2012
61774,49858,Software Tester,1274400,5,2008
61774,81311,IT Technician,936100,10,2013
13731,91013,Pharmacist,4584400,5,2019
13731,88190,Insurance Claims Adjuster,9018800,10,2008
13731,88498,Insurance Claims Adjuster,2921800,2,2018
13731,46441,Insurance Broker,5067700,8,2020
89146,56146,IT Specialist,4483300,6,2001
89146,43999,Retail Manager,9911200,9,2020
89146,56188,Copywriter,699500,9,2014
60196,89086,Product Owner,7037300,1,2007
60196,50925,Network Administrator,2907100,6,2009
60196,88190,Insurance Agent,7028100,2,2014
60196,71737,Occupational Therapist,8961700,10,2020
44375,98302,Marketing Analyst,8458900,3,2018
44375,49186,Systems Engineer,1476000,4,2011
44375,70864,Network Engineer,3207400,2,2011
84902,55853,Marketing Coordinator,4398100,6,2003
84902,62746,Marketing Analyst,3669400,9,2016
89222,22899,Operations Analyst,6468200,10,2005
89222,15205,Insurance Agent,5159500,7,2010
89222,46650,Pharmacist,5657200,7,2013
89222,79856,Sales Support Specialist,4685400,8,2018
89222,27486,Architect,5284800,7,2018
91057,40315,Operations Manager,5118800,1,2015
91057,80666,IT Technician,9479100,8,2001
91057,53619,Recruitment Specialist,2913500,3,2018
79412,70634,Business Development Executive,1036900,5,2004
79412,49858,Network Technician,3164200,4,2000
79412,66589,Event Manager,2008600,8,2015
79412,74230,Sales Representative,9749400,1,2008
79412,79254,Medical Office Manager,5292600,5,2009
18292,34338,Physical Therapist,4193500,10,2014
18292,42509,Technical Support Specialist,3309400,7,2020
18292,79856,Software Tester,3130300,2,2003
18292,96774,Marketing Analyst,2738700,10,2017
18292,93094,Electrician,7296400,4,2015
97771,52530,Data Entry Clerk,7537300,9,2012
97771,89657,Dental Assistant,5495600,4,2001
43210,19052,Graphic Artist,6076800,10,2015
99302,1539,Teacher,8572200,2,2011
99302,56412,User Interface Designer,840800,7,2007
53517,74593,Brand Strategist,1422000,4,2011
53517,70864,SEO Specialist,9576600,5,2010
53517,1539,Corporate Trainer,4130800,3,2010
29075,1539,Healthcare Administrator,3375900,2,2001
29075,63492,Supply Chain Analyst,5356700,1,2014
29075,84040,Insurance Claims Adjuster,7616700,7,2013
29075,98020,IT Administrator,9734400,5,2009
66862,31001,Customer Success Manager,2871300,10,2006
40456,70427,Business Consultant,1682800,9,2009
13947,2449,Account Coordinator,8924200,4,2020
13947,43999,Electrical Engineer,2364400,8,2010
13947,91043,Occupational Therapist,9281200,4,2014
93760,48407,Medical Laboratory Technician,4326100,3,2002
57215,22020,Digital Content Creator,8940200,2,2011
51639,79856,Event Planner,3095700,3,2002
51639,56867,Medical Office Manager,104400,2,2000
51639,83904,Market Research Manager,2951800,2,2002
51639,48407,Environmental Scientist,1202800,7,2009
97425,34338,Medical Records Clerk,9817200,7,2000
39538,19218,IT Project Manager,9905200,3,2016
39538,49186,Marketing Manager,5557800,8,2016
39538,17808,UX Designer,6604200,7,2016
36344,40315,Data Entry Clerk,988700,2,2005
73888,89079,Product Marketing Manager,9721900,2,2004
73888,22899,Healthcare Consultant,6019900,8,2005
90598,91301,HR Recruiter,2823800,5,2006
70446,72160,Public Relations Manager,7793500,6,2011
70446,94529,IT Security Specialist,1517000,2,2013
70446,22020,Sales Associate,9343800,7,2005
72916,58983,HR Director,5440300,3,2009
37290,88498,Business Development Manager,8861700,2,2009
38026,91013,Quality Assurance Analyst,8168000,5,2001
38026,59022,Business Consultant,9936300,10,2017
38026,59022,Marketing Analyst,3669400,3,2010
38026,79856,Graphic Designer,8072200,3,2012
38026,59770,Quality Assurance Analyst,3721600,4,2006
31810,44556,Healthcare Consultant,2213000,10,2009
31810,9850,Medical Billing Specialist,9429500,5,2007
31810,23985,Research Assistant,262000,7,2016
88987,14622,Public Relations Specialist,3813700,7,2001
88987,48407,Data Entry Clerk,988700,4,2004
88987,74230,Mechanical Engineer,3401200,3,2015
88987,80656,Civil Engineer,455300,8,2020
88987,12977,Financial Auditor,5701700,2,2020
9864,91301,Physical Therapist,7098200,9,2007
87867,47327,Interior Decorator,5559800,9,2009
87867,91276,Market Analyst,2897500,5,2007
87867,52530,Product Owner,291400,6,2011
87867,49858,HR Coordinator,6632600,3,2017
90411,37359,Healthcare Administrator,3743400,2,2016
90411,50885,Teacher,8572200,10,2020
22692,15223,Cybersecurity Engineer,7710100,9,2012
22692,19248,Research Scientist,4314300,1,2001
22692,276,Digital Marketing Coordinator,3695400,7,2010
22692,51230,Physical Therapist,4033900,1,2011
35967,91276,Tax Preparer,9642700,8,2010
35967,52530,IT Specialist,4401000,10,2014
35967,42897,Medical Billing Specialist,5079000,5,2001
82686,45130,Public Relations Coordinator,6173400,6,2013
82686,14547,Public Relations Manager,3562900,2,2015
62045,48407,Sales Manager,581600,3,2008
62045,48431,Medical Laboratory Technician,4326100,3,2010
62045,83911,Digital Content Creator,9274000,10,2008
60929,31001,Marketing Communications Manager,3706200,10,2000
60929,66589,Dental Assistant,3950800,7,2002
60929,50885,Research Coordinator,9525500,10,2002
80191,62746,Corporate Trainer,8986200,6,2012
80191,15205,Tax Preparer,9642700,2,2017
80191,70864,Marketing Analyst,8458900,8,2012
48501,39087,Public Relations Manager,8194500,5,2017
48501,91276,Pharmacist,5657200,2,2018
60533,47708,Architect,7889300,5,2003
57651,59276,Customer Experience Manager,7142900,9,2015
13894,82267,IT Technician,936100,1,2005
4508,26386,Graphic Designer,7044200,4,2013
4508,41804,Medical Records Clerk,2674600,8,2003
4508,98753,Business Analyst,4599900,1,2015
6035,70634,Social Media Coordinator,8628300,8,2008
6035,12977,Financial Analyst,3761200,8,2018
6035,50885,IT Analyst,9210600,5,2007
32296,98302,Cybersecurity Analyst,578000,1,2010
32296,44556,Electrician,2666100,6,2007
32296,35142,Web Developer,1675400,9,2003
32296,70400,Logistics Manager,2879500,1,2002
32296,89086,Graphic Artist,2404000,1,2010
69070,94529,SEO Specialist,3670400,6,2006
69070,81213,Occupational Therapist,3247300,8,2001
69070,70386,Legal Secretary,3613400,8,2006
86511,79856,UX Designer,6604200,1,2015
44491,6045,Business Systems Analyst,3348900,10,2003
44491,56550,Product Marketing Manager,7580900,8,2004
58421,89079,Data Analyst,3548000,8,2016
58421,8786,Marketing Coordinator,5196600,4,2013
58421,94529,Dental Hygienist,2443200,2,2019
58421,31001,HR Generalist,3614900,3,2018
75398,56867,Account Coordinator,7916800,4,2017
75398,56949,Teacher,5642400,3,2011
75398,49186,IT Manager,5351400,6,2000
13587,39087,Lawyer,9096900,3,2008
69159,14363,SEO Specialist,745700,1,2005
77655,34187,Product Owner,768500,7,2020
77655,26386,Content Writer,6691900,2,2000
77655,71362,Project Coordinator,4654400,3,2004
22669,97028,Insurance Claims Adjuster,6928500,4,2010
44477,80294,Operations Supervisor,6086900,9,2016
82865,50885,HR Specialist,4822700,10,2018
82865,46441,Database Administrator,5435900,3,2004
82865,48079,Market Research Analyst,5182500,10,2012
82865,10584,HR Specialist,1679400,7,2000
82865,76334,Nurse Manager,7092400,3,2001
81469,276,Market Research Assistant,6175600,8,2020
81469,56188,Financial Analyst,8969200,4,2012
81469,94380,Interior Designer,4434000,8,2009
81469,72160,Product Owner,6869500,7,2015
81469,5413,Physical Therapy Assistant,8132000,2,2005
1888,48079,Legal Researcher,6652400,5,2018
69645,70704,Digital Content Creator,9348700,9,2012
69645,2449,User Interface Designer,840800,4,2019
69645,64735,Logistics Manager,3460400,9,2012
22725,80294,Dental Hygienist,6720900,6,2019
22725,91043,Product Owner,768500,2,2020
22725,89657,Environmental Engineer,5623800,5,2018
33398,8786,Market Research Analyst,7397400,7,2012
33398,8539,Business Analyst,4304200,8,2016
33398,119,Event Coordinator,2244800,9,2010
33398,5808,HR Generalist,6717800,2,2003
33398,56188,Social Worker,3195300,1,2012
67997,80294,Nurse Manager,2632700,9,2009
27708,82267,Financial Manager,167900,6,2017
27708,74230,Project Manager,5904000,6,2000
94488,59770,Marketing Coordinator,2168700,3,2003
94488,31001,Marketing Coordinator,4398100,8,2011
44693,5834,Financial Auditor,1027200,6,2008
78944,87831,Brand Strategist,1422000,4,2006
78944,10584,Business Consultant,1800600,9,2001
78944,61483,Marketing Assistant,7991500,9,2019
78944,80294,Physical Therapist,7098200,8,2010
78944,97925,Business Consultant,1800600,9,2019
90082,23873,Insurance Claims Adjuster,3055700,10,2005
46339,47708,Operations Manager,5118800,9,2011
46339,41181,Marketing Coordinator,4398100,4,2002
30479,66608,Operations Analyst,6468200,4,2006
30479,5692,Systems Administrator,3203500,6,2020
30479,4713,Medical Laboratory Technician,4326100,9,2015
30479,21063,Corporate Trainer,8986200,3,2013
30479,97028,Cybersecurity Engineer,4792300,4,2000
94274,56146,Sales Manager,7493300,5,2020
26910,71737,Technical Support Specialist,2695300,2,2003
26910,93307,Graphic Designer,3433700,2,2010
26910,40315,Data Scientist,3737600,6,2016
67314,8786,Cybersecurity Analyst,578000,10,2017
67314,46976,Lawyer,3260400,4,2011
67314,18207,IT Security Analyst,4994800,8,2001
67314,89657,Human Resources Manager,5154500,1,2018
90013,22899,Financial Auditor,1027200,1,2012
98099,55853,Project Manager,9106000,3,2012
98099,8321,IT Security Analyst,4994800,7,2009
98099,56188,Market Research Analyst,5182500,5,2006
98099,27355,Financial Analyst,4886300,3,2012
98099,40315,Physical Therapy Assistant,9062600,5,2009
82485,12548,Retail Manager,495300,7,2016
82485,61483,Data Analyst,9690000,4,2020
21505,46976,Medical Records Clerk,2522400,4,2014
21505,34187,Speech-Language Pathologist,4254600,7,2010
21505,17694,Product Marketing Manager,9721900,5,2019
21505,70864,Technical Support Specialist,2442300,3,2005
57879,30679,Event Manager,8782300,6,2019
57879,44556,Sales Support Specialist,8482500,2,2007
43140,56550,Occupational Therapist Assistant,6806800,5,2018
43140,1539,Account Coordinator,3013700,7,2020
59734,82461,Financial Analyst,1539500,3,2000
59734,74230,Account Coordinator,4170500,4,2007
59734,91043,Medical Office Manager,5292600,7,2000
59734,97295,Physical Therapy Assistant,8997800,2,2006
4341,12977,Architect,1531100,3,2013
4341,23465,Cybersecurity Engineer,4792300,4,2007
4341,3758,Financial Analyst,3273900,8,2002
14787,31445,Social Media Manager,603700,9,2006
14787,50379,Research Scientist,4314300,6,2009
14787,21063,HR Generalist,8462200,6,2019
83487,34502,Product Manager,6401100,6,2009
83487,1695,Investment Advisor,5105700,8,2001
60352,22899,Financial Planner,3529200,7,2020
60352,91301,IT Project Manager,6643800,4,2009
60352,30099,Market Research Manager,4894100,3,2008
49888,78538,IT Security Specialist,477800,2,2005
49888,56949,Content Writer,1841100,9,2019
49888,50605,Operations Supervisor,8580100,2,2016
49888,34910,HR Director,4663600,2,2008
49888,14622,IT Security Analyst,5847800,2,2004
52279,14622,Financial Risk Analyst,3340500,3,2020
52279,54618,Insurance Claims Adjuster,9018800,9,2013
52279,5692,Digital Marketing Specialist,2124300,4,2019
52448,91301,Logistics Manager,2879500,7,2016
52448,5413,Software Tester,6269400,4,2005
52448,48079,Business Development Coordinator,8866100,6,2019
99894,61483,Lawyer,5481600,5,2019
49356,80666,Account Coordinator,3013700,5,2020
11203,94529,Regulatory Affairs Specialist,557200,7,2009
11203,30000,Environmental Engineer,5623800,1,2016
47006,1695,Business Development Coordinator,9458700,9,2013
47006,78538,HR Recruiter,2191800,4,2006
47721,5991,Financial Analyst,4836100,10,2013
47721,12548,Graphic Designer,7044200,5,2020
47721,47708,IT Security Specialist,477800,3,2010
47721,34502,Marketing Communications Manager,8415100,1,2019
47721,98956,User Interface Designer,5986300,6,2001
6334,52530,Digital Content Creator,9917400,7,2017
6334,70864,Research Assistant,5784300,6,2006
6334,31001,Teacher,9084300,5,2000
6334,5991,Legal Assistant,5560700,2,2017
6334,59276,Dental Assistant,5751000,5,2010
5644,6045,Environmental Engineer,4246200,10,2010
5644,70386,Investment Analyst,4237900,1,2001
5644,119,Recruiting Coordinator,1283200,8,2017
4420,72160,Public Relations Manager,3562900,5,2005
4420,15205,Administrative Assistant,3292900,2,2012
4420,44013,Nurse Manager,6328900,1,2009
4420,47993,Health Educator,413600,3,2013
92094,19218,Customer Success Manager,1906600,8,2018
92094,13227,Market Research Assistant,5616800,10,2013
92094,98856,Medical Billing Specialist,6668700,10,2016
92094,93307,Environmental Scientist,1202800,8,2011
92094,31349,Legal Researcher,4404000,2,2003
44190,28057,Production Supervisor,9785800,1,2010
44190,8786,Market Research Assistant,8675600,4,2014
44190,66608,Talent Acquisition Specialist,6308500,2,2004
44190,5834,Data Entry Clerk,988700,6,2006
12327,1695,Marketing Coordinator,8645200,10,2006
12327,62746,Dental Hygienist,572400,10,2017
12327,48431,Technical Writer,6728000,6,2009
12327,15205,Data Analyst,7827500,6,2018
69709,91301,Recruitment Specialist,3982200,9,2001
15692,79801,Business Systems Analyst,3348900,4,2012
15692,18207,IT Specialist,8088200,8,2005
15692,27486,Business Development Coordinator,9458700,1,2007
57987,43999,Market Research Assistant,8675600,5,2013
57987,50885,Retail Manager,495300,6,2003
57987,20995,Purchasing Manager,9585700,3,2014
57987,97295,IT Manager,4653800,8,2013
57987,15205,Marketing Manager,9402800,10,2016
27675,37359,Financial Analyst,4886300,3,2014
27675,76334,Inventory Manager,5536900,5,2013
27675,1539,Research Coordinator,9525500,4,2007
27675,26386,Digital Marketing Manager,4495900,5,2019
27675,98856,Compliance Officer,1251200,7,2003
37528,46976,Electrician,2666100,2,2019
37528,66608,Product Owner,9034800,8,2000
37528,53619,HR Manager,715300,6,2016
37528,80656,Market Research Manager,1663000,8,2020
37528,96774,Content Writer,1841100,3,2011
7279,43932,Operations Coordinator,4880600,2,2005
7279,59276,Software Engineer,6291000,4,2000
7279,8539,User Interface Designer,6714500,6,2008
49483,41804,Biomedical Engineer,3794800,3,2000
49483,44556,Healthcare Administrator,593300,7,2014
49483,28057,HR Assistant,3505300,6,2002
49483,71515,Teacher,8572200,5,2014
49483,76875,Graphic Designer,8072200,1,2007
81320,79801,Sales Support Specialist,8482500,3,2020
81320,64735,Marketing Director,7148300,4,2019
89574,89657,Systems Analyst,2782400,1,2015
89574,4713,Systems Administrator,3533700,4,2020
89574,88498,Medical Technologist,5607200,6,2007
89574,83904,IT Security Specialist,8470900,5,2014
25068,15223,Financial Auditor,5677000,5,2019
25068,92887,Investment Advisor,1589000,7,2019
25068,47708,Recruiting Coordinator,1283200,5,2017
25068,51230,Business Development Manager,2773600,7,2005
25068,72737,Sales Support Specialist,8649600,9,2015
31339,82461,IT Security Specialist,5813500,4,2015
31339,34863,Research Scientist,4336200,1,2005
31339,62823,Event Manager,2206700,3,2001
31339,9916,Real Estate Agent,8486100,8,2009
31339,88190,Electrical Engineer,3952700,9,2011
94903,50605,Executive Assistant,4686100,4,2013
94903,27486,Sales Manager,9287800,2,2018
94903,52530,Graphic Designer,4449100,7,2008
94903,71222,Medical Records Clerk,2674600,7,2000
94903,19218,Medical Records Clerk,6405900,4,2005
87796,92887,Financial Auditor,1096300,8,2009
87796,48542,Sales Support Specialist,1188500,5,2017
87796,58983,Financial Analyst,5331500,3,2017
84988,27355,Architect,8017000,7,2000
84988,46650,Marketing Manager,1855800,3,2014
55121,89086,Market Analyst,8534800,6,2000
55121,97925,Web Developer,8763100,4,2012
55121,79856,Systems Analyst,8803100,1,2001
55121,1498,Financial Auditor,4146200,4,2017
37467,80656,Public Accountant,1419200,3,2020
25498,41932,Event Planner,3095700,7,2017
25498,83911,Recruiting Coordinator,8479200,6,2001
25498,19052,IT Consultant,9906100,8,2011
30234,9361,Investment Banker,4380300,4,2017
30234,53619,Account Manager,1534200,6,2017
30234,42897,Healthcare Administrator,3578700,2,2016
94278,6045,Electrician,2666100,4,2020
94278,54618,Digital Marketing Manager,7302700,6,2000
94278,41804,Executive Assistant,5282700,1,2018
94278,76515,Sales Manager,135600,1,2005
94278,91301,HR Manager,2110800,5,2012
71019,71362,Investment Analyst,9674500,8,2018
71019,97925,Business Development Coordinator,1140700,1,2000
71019,10776,Market Research Assistant,4612800,4,2003
41259,89657,Account Coordinator,1658500,4,2005
41259,71222,Product Manager,2929300,4,2010
41259,97028,Business Development Manager,2773600,8,2020
41259,71698,Inventory Manager,5536900,6,2020
35263,71362,UX Designer,9207600,4,2007
85066,52530,Lawyer,3019100,1,2014
85066,20995,Database Administrator,5435900,6,2014
85066,23465,Occupational Health and Safety Specialist,3197100,7,2002
85066,49858,Insurance Broker,306800,4,2017
85066,5808,Data Entry Clerk,7575800,6,2015
13398,89086,Business Consultant,8288100,1,2000
13398,14622,Data Analyst,5872200,5,2005
13398,92887,Legal Secretary,2348100,7,2016
69627,87831,Production Supervisor,7057300,6,2010
26055,99593,Public Accountant,5836200,8,2013
26055,31001,Content Writer,6691900,7,2019
16235,70427,Product Marketing Manager,7580900,2,2004
16235,119,Marketing Communications Manager,9238400,1,2014
16235,70386,Teacher,5642400,5,2001
16235,98020,Systems Analyst,2782400,5,2013
16235,1695,Account Coordinator,7916800,6,2014
74191,61483,Medical Laboratory Technician,6251200,7,2002
74191,80666,Content Writer,1841100,10,2016
74191,13567,Data Entry Clerk,988700,5,2004
74191,53725,Legal Secretary,1679400,4,2020
74191,17808,Business Analyst,8744200,10,2005
68298,23465,Sales Coordinator,4700900,6,2016
68298,16706,Occupational Therapist,9281200,5,2020
77254,92887,SEO Specialist,8612100,6,2018
77254,34863,Account Coordinator,7472600,9,2016
77254,98856,Corporate Trainer,4130800,5,2000
1504,21063,Cybersecurity Analyst,578000,10,2010
1504,48542,Legal Analyst,7164000,2,2010
66393,5061,Biomedical Engineer,3794800,4,2006
66393,80507,Biomedical Engineer,335800,8,2018
66393,41932,HR Assistant,3505300,5,2016
85736,10776,Legal Analyst,3035800,10,2011
85736,70400,IT Technician,9479100,1,2019
85736,91301,HR Director,1910200,2,2015
85736,14622,Customer Experience Manager,9786200,8,2009
87065,30099,Physical Therapist,4033900,3,2004
87065,13227,Biomedical Engineer,9013200,1,2007
8744,97295,Event Planner,3095700,10,2008
8744,82461,Event Planner,5766900,5,2017
8744,9850,Operations Manager,9826900,4,2006
8744,53619,Medical Records Clerk,9817200,3,2018
8744,41181,HR Assistant,1729800,7,2015
78306,46976,Event Manager,2206700,1,2010
78306,43999,Financial Auditor,3214800,10,2017
78306,81311,Medical Billing Specialist,5079000,5,2020
78306,96774,Quality Assurance Analyst,3721600,10,2011
94536,31445,Software Developer,4509700,7,2010
94536,98753,Legal Assistant,5560700,8,2020
94536,79801,Sales Support Specialist,8649600,4,2000
94536,41181,Digital Content Creator,9917400,9,2004
13513,13567,Social Media Manager,6697000,6,2003
20680,15223,Social Media Coordinator,7222600,4,2018
20680,79801,Financial Analyst,1619400,1,2009
20680,64735,Customer Experience Manager,9647200,9,2020
20680,1539,HR Generalist,3003900,8,2002
20680,22899,IT Manager,3368400,4,2018
95243,9916,Legal Secretary,7365300,3,2008
95243,98956,Digital Marketing Coordinator,6920500,3,2009
95243,76875,Marketing Analyst,297900,4,2006
95243,76334,Business Development Manager,524400,6,2007
95243,63656,Registered Nurse,7001300,1,2005
87361,5216,Event Coordinator,2244800,1,2013
87361,28057,IT Security Analyst,3661100,2,2006
73612,34338,Legal Counsel,2644500,6,2003
73612,59276,Database Administrator,986000,6,2015
73612,99593,IT Security Specialist,477800,1,2014
69260,5692,Marketing Coordinator,4398100,8,2004
69260,81311,Healthcare Administrator,3743400,4,2008
51704,99593,Financial Manager,167900,1,2016
51704,59022,HR Recruiter,2191800,9,2013
51704,17808,Copywriter,363000,5,2007
5575,48079,Graphic Designer,7849700,10,2002
5575,71698,IT Manager,9522800,8,2010
5575,97295,Lawyer,208900,7,2013
5575,44013,Electrical Engineer,4715000,7,2020
5575,14363,Architect,3461000,8,2014
47548,62823,Sales Representative,1456100,9,2011
47548,23985,Physical Therapist,4033900,4,2018
77533,70704,Multimedia Artist,7293600,1,2017
82150,50605,User Interface Designer,9946000,5,2012
82150,51230,Lawyer,3260400,4,2009
82150,31349,Accountant,8238300,10,2008
30049,50925,Medical Billing Specialist,6668700,1,2009
30049,89079,Business Consultant,1800600,8,2010
30049,52093,Event Coordinator,9475300,9,2004
30049,34338,Social Media Manager,1459600,1,2009
30049,98956,Regulatory Affairs Specialist,9221000,10,2012
80749,64735,Dental Hygienist,3596300,3,2009
80749,46441,Sales Manager,3218700,4,2010
98010,98956,Legal Secretary,4504100,8,2002
98010,47993,Business Development Coordinator,4695900,7,2017
98010,12977,Data Analyst,884500,4,2000
98010,5834,Digital Marketing Manager,6775900,7,2012
91232,22899,Business Analyst,4304200,1,2013
91232,88190,HR Director,527400,4,2017
4696,56412,Pharmacist,976400,1,2018
14448,5413,Environmental Engineer,4246200,10,2011
14448,48431,Social Media Coordinator,5175100,10,2016
76947,1695,Insurance Claims Adjuster,7616700,6,2011
76947,70548,Nurse Practitioner,5923800,1,2018
76947,98956,Business Development Manager,7547100,4,2018
21337,41932,Financial Analyst,4701000,4,2004
21337,59770,Mechanical Engineer,8653400,10,2017
63050,94106,Financial Analyst,9306800,9,2014
63050,91301,Physical Therapist,7098200,8,2019
30501,55853,Network Administrator,2000500,10,2016
30501,97295,Data Analyst,3548000,8,2001
30501,276,Business Development Coordinator,4695900,10,2014
30501,9750,Financial Analyst,9873100,5,2018
30501,34338,Biomedical Engineer,3905800,9,2016
97681,93585,Dental Hygienist,5205400,7,2012
97681,82267,Market Research Manager,1663000,8,2005
97681,31445,Regulatory Affairs Specialist,4587500,6,2003
56409,62746,Software Developer,9507500,5,2013
90739,96774,Purchasing Manager,6487100,6,2015
90739,56188,Marketing Assistant,4951800,4,2008
90739,27355,Product Manager,2929300,9,2006
49225,56550,Production Supervisor,3035900,6,2014
49225,22020,Data Analyst,7827500,4,2013
49225,62823,Legal Secretary,5932800,8,2015
49225,19248,Compliance Officer,1251200,1,2012
49225,59276,Operations Manager,7620600,9,2014
42758,93307,Inventory Manager,5536900,6,2013
42758,10776,Financial Analyst,4886300,10,2011
42758,53725,Sales Support Specialist,5951000,1,2000
25763,70400,Recruiting Coordinator,1283200,4,2011
25763,15223,Data Entry Specialist,3754200,6,2007
25763,88190,IT Support Specialist,6059000,7,2013
25763,15223,Pharmacist,3418600,8,2016
48278,50900,Recruitment Specialist,8632700,10,2018
48278,94529,Dental Assistant,7750700,4,2003
48278,30099,Data Entry Clerk,7575800,3,2005
48278,71362,Content Manager,759400,1,2013
11288,70427,Purchasing Manager,6985700,5,2008
11288,22899,Financial Analyst,9306800,7,2003
72406,5216,UI/UX Developer,3414700,10,2017
93864,89657,Software Engineer,6291000,10,2016
93864,43932,Technical Support Specialist,7493500,2,2004
93864,56412,Sales Support Specialist,7980000,2,2000
93864,67746,Customer Success Manager,5459200,5,2016
93864,213,Physical Therapy Assistant,4551100,10,2007
76588,70864,Account Coordinator,5811500,10,2018
30899,97925,Operations Supervisor,8580100,5,2008
30899,78538,Sales Manager,9672700,7,2013
30899,80507,Financial Analyst,4836100,9,2000
93409,71737,Legal Counsel,9337400,6,2008
95209,27355,Recruitment Specialist,3982200,9,2002
95209,88190,HR Director,7940000,9,2012
95209,42897,Medical Laboratory Technician,4606400,3,2020
78804,34187,Legal Assistant,5739700,10,2015
78804,44013,Social Media Manager,6697000,9,2017
78804,35155,Legal Secretary,4992400,8,2013
30053,49186,Brand Manager,923100,9,2006
30053,79801,Operations Manager,5118800,10,2012
81433,22899,Research Scientist,4314300,3,2008
81433,82461,Network Administrator,2000500,6,2017
81433,93307,Pharmacist,3418600,6,2009
9853,48407,Event Planner,7263600,8,2004
9853,19052,Operations Coordinator,950700,8,2005
28530,1695,Pharmacist,976400,8,2020
65493,5692,Nurse Manager,7092400,5,2006
65493,6045,Customer Success Manager,5032100,1,2020
65493,15223,Purchasing Manager,7886000,10,2018
65493,43999,Lawyer,1897600,3,2017
65493,40315,Dental Hygienist,572400,1,2007
977,89657,Quality Control Inspector,862800,8,2006
977,42943,Quality Assurance Engineer,6082000,1,2018
977,79254,Accountant,8084400,6,2003
977,35142,Public Relations Coordinator,250200,4,2002
977,19052,Administrative Assistant,6243200,10,2003
17911,56949,Lawyer,5378100,1,2001
17911,9259,Technical Support Specialist,252100,9,2001
17911,13567,Marketing Coordinator,5858900,10,2014
60007,50379,IT Project Manager,9905200,2,2004
60007,3758,IT Analyst,9210600,8,2006
60007,39087,Occupational Therapist Assistant,7931700,8,2007
19913,4713,Occupational Therapist,8852200,2,2005
19913,5834,Public Relations Manager,7793500,6,2015
19913,72160,Digital Content Creator,9917400,8,2003
19913,8321,Marketing Specialist,7724600,1,2014
8542,52528,Healthcare Administrator,593300,8,2015
16673,10610,Network Technician,4116800,2,2002
16673,49858,Public Relations Coordinator,250200,6,2019
16673,9361,Occupational Therapist,9281200,1,2004
16673,47993,Human Resources Manager,149600,8,2007
16673,19248,Business Development Coordinator,1140700,2,2014
83892,14622,Marketing Coordinator,4398100,7,2009
83892,30099,HR Manager,5858300,9,2012
83892,12977,Business Consultant,8288100,9,2011
83892,87831,Marketing Analyst,2738700,9,2008
92207,41932,Customer Service Representative,3979100,8,2013
92207,5413,Digital Marketing Specialist,2124300,4,2010
92207,8539,Corporate Trainer,4130800,1,2019
92207,79801,Public Accountant,5836200,9,2016
92207,23985,Administrative Assistant,3735100,10,2004
94901,51230,HR Generalist,6717800,1,2018
94901,15223,Systems Administrator,8353100,3,2011
94901,41181,Lawyer,5481600,7,2009
94901,42943,User Interface Designer,8511900,2,2004
26942,37359,Cybersecurity Engineer,4792300,6,2013
82403,91013,HR Manager,5858300,9,2014
82403,52093,Business Analyst,1469600,9,2001
82403,48079,IT Auditor,4260400,7,2013
63446,42897,Medical Billing Specialist,1457700,6,2017
63446,17694,Content Writer,9634200,1,2012
63446,23985,Administrative Assistant,6243200,10,2017
