JS_ID,Organization,Degree,Specialisation,Year
60613,Indian Institute of Management (Indore),B.Tech,Civil,2020
73282,Indian Institutes of Technology (IITs),B.Pharm,Medicine,1987
73282,Banaras Hindu University (BHU),B.Tech,Manu,2019
73282,Indian Institute of Science Education and Research (IISER),B.A,History,2022
33323,Indian Institute of Science Education and Research (IISER),M.Tech,Comp Sci,2007
33323,Xavier Labour Relations Institute (XLRI),B.A,Sociology,1998
78533,Aligarh Muslim University (AMU),B.Tech,Manu,1994
78533,Indian Institute of Management (Ahmedabad),BE,Civil,2003
78533,Jawaharlal Nehru University (JNU),Ph.D,Mechanical,2022
78533,Indian Institute of Technology (Kanpur),BE,Comp Sci,2004
78533,National Institute of Design (NID),B.Pharm,Medicine,2007
49306,Jawaharlal Nehru University (JNU),B.A,Psychology,1997
49306,Indian School of Business (ISB),B.Tech,Electrical,1996
49306,Banaras Hindu University (BHU),Ph.D,Mechanical,2015
49306,Indian Institute of Science Education and Research (IISER),B.A,Psychology,2004
19053,Indian Institute of Technology (Madras),B.Tech,Mechanical,2019
19053,Banaras Hindu University (BHU),M.Tech,Electrical,2010
19053,Loyola College,B.Tech,Manu,2018
50158,Symbiosis International University,Ph.D,Manu,2020
9744,National Institute of Design (NID),B.Pharm,Medicine,2016
49394,St. Stephen's College,B.Pharm,Medicine,2017
49394,St. Stephen's College,Ph.D,History,1996
49394,Indian Statistical Institute (ISI),BE,Electrical,2010
49394,Miranda House,M.Tech,Comp Sci,2014
98680,Indian Institute of Technology (Madras),M.Tech,Manu,2019
11091,Indian Institute of Foreign Trade (IIFT),M.Tech,Comp Sci,2012
11091,Indian Institute of Management (Kolkata),M.Tech,Civil,2000
61282,Jawaharlal Nehru University (JNU),B.Tech,Mechanical,1990
61282,Indian Institute of Management (Ahmedabad),Ph.D,Sociology,2011
98445,National Law University (NLU),M.Tech,Comp Sci,1981
98445,Manipal Academy of Higher Education,Ph.D,Manu,1982
98445,Indian Institute of Technology (Banaras Hindu University),B.A,English,1993
83165,Birla Institute of Technology and Science (BITS Pilani),B.Pharm,Medicine,1987
83165,Jawaharlal Nehru University (JNU),B.Pharm,Medicine,1982
83165,National Institute of Fashion Technology (NIFT),BE,Comp Sci,1992
83165,National Law School of India University (NLSIU),Ph.D,Mechanical,2001
83165,Lady Shri Ram College for Women (LSR),Ph.D,Mechanical,1998
42559,Indian Institutes of Management (IIMs),B.Pharm,Medicine,2001
42559,Indian Statistical Institute (ISI),Ph.D,Mechanical,1990
10122,Delhi Technological University (DTU),B.Pharm,Medicine,2022
10122,Indian Institute of Technology (Guwahati),BE,Civil,2005
10122,Hansraj College,Ph.D,Psychology,1992
10122,Indian Institute of Management (Lucknow),BE,Civil,1985
10122,Birla Institute of Technology and Science (BITS Pilani),B.Tech,Mechanical,2020
73518,National Law School of India University (NLSIU),M.Tech,Manu,2011
73518,Indian Institute of Technology (Guwahati),Ph.D,Comp Sci,1987
73518,Indian Institute of Management (Lucknow),B.Pharm,Medicine,2005
73518,Indian Institute of Technology (Bombay),B.Pharm,Medicine,1981
12073,National Institute of Fashion Technology (NIFT),M.Tech,Electrical,2011
54691,Banaras Hindu University (BHU),B.Pharm,Medicine,2015
54691,Indian Institute of Technology (Madras),M.Tech,Electrical,2010
54691,Indian Institute of Management (Indore),Ph.D,Mechanical,2013
54691,Indian Institute of Technology (Madras),BE,Comp Sci,1996
19113,Indian Institute of Technology (Guwahati),B.Tech,Mechanical,2000
19113,National Institute of Technology (Trichy),B.Pharm,Medicine,2001
27294,Presidency University,Ph.D,Psychology,2015
97016,Indian School of Business (ISB),Ph.D,Psychology,2005
13986,Indian Institute of Management (Indore),Ph.D,History,2004
6189,Indian Institute of Technology (Madras),B.Pharm,Medicine,1987
6189,Indian Institute of Technology (Guwahati),B.Pharm,Medicine,1988
68556,Indian Institute of Technology (Bombay),BE,Mechanical,1990
68556,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,1996
68556,Indian Institute of Management (Indore),M.Tech,Comp Sci,2021
68556,National Institute of Technology (Warangal),B.Pharm,Medicine,1993
19271,Indian Statistical Institute (ISI),BE,Manu,1996
19271,St. Stephen's College,B.Pharm,Medicine,2003
19271,Indian Institute of Management (Ahmedabad),B.Pharm,Medicine,1993
19271,National Institute of Fashion Technology (NIFT),B.A,Sociology,1981
19271,Indian Institute of Management (Kozhikode),B.A,Psychology,2009
28133,Banaras Hindu University (BHU),B.Pharm,Medicine,2005
28133,Banaras Hindu University (BHU),B.Pharm,Medicine,1980
45502,St. Stephen's College,B.Pharm,Medicine,1987
45502,National Institute of Technology (Warangal),Ph.D,Civil,2010
45502,Aligarh Muslim University (AMU),B.A,History,1992
2599,National Institute of Fashion Technology (NIFT),BE,Comp Sci,2000
2599,Xavier Labour Relations Institute (XLRI),B.A,Psychology,1984
2599,Symbiosis International University,Ph.D,Mechanical,2007
34916,Banaras Hindu University (BHU),BE,Manu,2010
34916,National Institute of Technology (NITs),BE,Comp Sci,2016
34916,Indian Institute of Management (Ahmedabad),B.A,Sociology,2014
27552,National Institute of Fashion Technology (NIFT),B.A,Sociology,1985
27552,Xavier Labour Relations Institute (XLRI),BE,Mechanical,1995
35730,Indian Institutes of Management (IIMs),B.Pharm,Medicine,2001
35730,Indian Institute of Science (IISc),M.Tech,Civil,1988
35730,National Institute of Design (NID),M.Tech,Civil,2013
35730,Symbiosis International University,M.Tech,Comp Sci,2016
35730,Miranda House,BE,Comp Sci,2006
38378,Indian Institute of Technology (Guwahati),B.Pharm,Medicine,2006
38378,Indian Institutes of Technology (IITs),Ph.D,Mechanical,1992
38378,Jawaharlal Nehru University (JNU),B.A,English,1983
87866,Indian Institute of Technology (Bombay),B.Tech,Civil,2011
87866,Indian Institute of Management (Indore),BE,Mechanical,2010
64384,National Institute of Technology (Trichy),B.A,History,2003
64384,Indian Institute of Technology (Roorkee),Ph.D,Manu,2000
64384,Indian Institute of Science (IISc),Ph.D,Medicine,1982
64384,Hansraj College,B.A,Psychology,1990
64384,Indian Institute of Management (Indore),B.A,Psychology,1992
92454,Jawaharlal Nehru University (JNU),M.Tech,Comp Sci,1995
92454,Birla Institute of Technology and Science (BITS Pilani),B.A,Sociology,2016
92454,Indian Institutes of Management (IIMs),Ph.D,English,1985
92454,Indian Institute of Technology (Guwahati),BE,Manu,1986
92454,Miranda House,B.Tech,Mechanical,2002
49630,Indian Institute of Technology (Kanpur),M.Tech,Civil,1998
49630,Indian Institute of Management (Kolkata),M.Tech,Mechanical,1993
49630,Indian Institute of Technology (Roorkee),BE,Manu,2007
49630,Birla Institute of Technology and Science (BITS Pilani),B.Tech,Comp Sci,2011
49630,Christ University,B.Pharm,Medicine,2004
48053,Christ University,B.Pharm,Medicine,1997
48053,Presidency University,M.Tech,Comp Sci,1981
48053,Indian Statistical Institute (ISI),B.Pharm,Medicine,2009
48053,National Institute of Technology (Surathkal),B.A,History,1982
35020,Miranda House,Ph.D,Sociology,2022
35020,Indian Institute of Management (Kolkata),B.Tech,Civil,1985
35020,Jawaharlal Nehru University (JNU),B.Tech,Comp Sci,1989
35020,Indian Institute of Foreign Trade (IIFT),Ph.D,English,1997
35020,Indian Institute of Management (Indore),Ph.D,Mechanical,1988
16944,Loyola College,B.Tech,Electrical,2009
16944,Indian Institute of Technology (Kanpur),B.Pharm,Medicine,1993
16944,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,2012
16944,National Institute of Technology (Calicut),B.Tech,Civil,2010
16944,Miranda House,B.Pharm,Medicine,1981
34691,National Institute of Technology (Calicut),Ph.D,Manu,2007
34691,Indian Institute of Technology (Bhubaneswar),M.Tech,Mechanical,1988
34691,National Institute of Technology (NITs),B.Pharm,Medicine,2005
34691,Indian Institutes of Management (IIMs),BE,Manu,1982
34691,Indian Institute of Management (Kozhikode),B.Pharm,Medicine,1989
22494,Indian Institute of Management (Kozhikode),B.A,English,1992
22494,Miranda House,BE,Manu,2003
22494,Indian Institute of Technology (Bombay),BE,Mechanical,1994
72530,All India Institute of Medical Sciences (AIIMS),Ph.D,Manu,2001
72530,Indian Institute of Technology (Guwahati),B.Pharm,Medicine,2022
72530,Indian Institute of Technology (Bombay),B.Tech,Comp Sci,2021
72530,Presidency University,B.Tech,Mechanical,2017
72530,St. Stephen's College,B.Tech,Civil,1994
65276,Indian Institute of Technology (Madras),B.A,History,2020
65276,Indian Institute of Foreign Trade (IIFT),BE,Manu,1985
65276,Indian Institute of Science (IISc),B.Pharm,Medicine,2016
49807,Birla Institute of Technology and Science (BITS Pilani),B.A,Sociology,1995
49807,Indian Institute of Technology (Bhubaneswar),Ph.D,Mechanical,2015
49807,Indian Institute of Technology (Delhi),B.A,English,1998
49807,Indian Statistical Institute (ISI),B.Tech,Mechanical,2022
7148,Indian Institute of Technology (Kanpur),BE,Electrical,1989
7148,Loyola College,B.A,English,2020
7148,Loyola College,BE,Civil,1984
7148,Indian Institute of Technology (Bhubaneswar),B.Pharm,Medicine,2012
7148,Indian Statistical Institute (ISI),Ph.D,Comp Sci,1998
13421,Indian Institute of Technology (Delhi),BE,Comp Sci,2001
13421,Lady Shri Ram College for Women (LSR),M.Tech,Comp Sci,2016
13421,Indian Institute of Technology (Banaras Hindu University),Ph.D,Mechanical,1995
13421,Indian School of Business (ISB),B.Pharm,Medicine,2014
93240,Indian Statistical Institute (ISI),B.A,English,2016
93240,Indian Institute of Management (Kozhikode),M.Tech,Mechanical,1996
89032,Indian Institutes of Management (IIMs),Ph.D,Psychology,1996
89032,Indian Institute of Technology (Kanpur),B.A,English,1983
89032,Indian Institute of Science Education and Research (IISER),B.Pharm,Medicine,2001
28370,Indian Institute of Technology (Delhi),BE,Civil,2005
28370,National Institute of Design (NID),Ph.D,Mechanical,1984
28370,Lady Shri Ram College for Women (LSR),M.Tech,Comp Sci,2016
28370,Indian Institute of Management (Kolkata),M.Tech,Electrical,1980
86640,Indian Institute of Technology (Bhubaneswar),B.A,Sociology,2013
86640,Symbiosis International University,B.Tech,Manu,2000
9787,Symbiosis International University,B.Pharm,Medicine,2005
9787,Indian Institute of Technology (Roorkee),M.Tech,Electrical,2004
9787,Indian Institutes of Management (IIMs),M.Tech,Comp Sci,1986
9787,National Law School of India University (NLSIU),M.Tech,Manu,1989
4840,Xavier Labour Relations Institute (XLRI),B.Pharm,Medicine,2021
4840,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,1986
35174,Loyola College,B.A,History,1983
35174,Loyola College,B.A,Psychology,1992
35174,National Institute of Technology (Warangal),Ph.D,Medicine,1985
35174,Symbiosis International University,BE,Comp Sci,2002
2823,Indian School of Business (ISB),BE,Comp Sci,1989
2823,Christ University,B.Pharm,Medicine,2011
16372,National Institute of Technology (Warangal),BE,Comp Sci,2002
16372,Indian Institute of Technology (Banaras Hindu University),B.Tech,Mechanical,2014
16372,Indian Institute of Management (Kolkata),Ph.D,English,2021
16372,National Law School of India University (NLSIU),B.A,Sociology,2010
16372,National Institute of Technology (Jaipur),B.Pharm,Medicine,2022
16865,Indian Institute of Technology (Madras),M.Tech,Civil,2021
16865,Indian Institute of Management (Kolkata),M.Tech,Electrical,2011
16865,Manipal Academy of Higher Education,B.Tech,Comp Sci,1993
16865,Aligarh Muslim University (AMU),B.Pharm,Medicine,2009
41107,Symbiosis International University,BE,Comp Sci,2001
95213,Birla Institute of Technology and Science (BITS Pilani),B.A,Sociology,1986
95213,Indian School of Business (ISB),B.Tech,Electrical,2014
95213,Manipal Academy of Higher Education,B.Pharm,Medicine,2015
95213,Indian Institutes of Management (IIMs),Ph.D,Medicine,2000
95213,Delhi Technological University (DTU),M.Tech,Electrical,1983
14978,National Institute of Design (NID),B.A,History,1980
14978,Indian Institute of Management (Kolkata),B.Pharm,Medicine,2005
14978,Indian Institute of Science (IISc),Ph.D,Psychology,1997
14978,Indian Institute of Management (Lucknow),B.Tech,Electrical,2022
14978,Manipal Academy of Higher Education,B.A,History,2003
94856,National Institute of Technology (Warangal),M.Tech,Manu,1992
94856,National Institute of Technology (Jaipur),Ph.D,Psychology,2018
159,Indian Institute of Science Education and Research (IISER),B.A,Sociology,1998
159,Indian Statistical Institute (ISI),B.Pharm,Medicine,2002
159,Lady Shri Ram College for Women (LSR),B.Tech,Manu,1981
159,Manipal Academy of Higher Education,BE,Manu,1986
72424,Indian Institute of Technology (Roorkee),Ph.D,Comp Sci,2012
72424,Indian Institute of Foreign Trade (IIFT),Ph.D,Civil,1994
72424,National Institute of Technology (Surathkal),B.A,Psychology,1993
72424,Manipal Academy of Higher Education,Ph.D,Comp Sci,2016
72424,Banaras Hindu University (BHU),Ph.D,English,2019
99891,Indian Institute of Management (Ahmedabad),B.A,Sociology,1987
99891,Indian Institute of Technology (Kanpur),BE,Mechanical,2008
99891,National Institute of Technology (Warangal),B.Pharm,Medicine,1991
99891,Indian Institute of Technology (Kanpur),B.Pharm,Medicine,2021
99891,Indian Institute of Technology (Roorkee),B.A,History,1994
97143,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Electrical,2011
8514,Indian Institute of Foreign Trade (IIFT),M.Tech,Manu,2002
8514,Indian Institute of Management (Kozhikode),M.Tech,Manu,2003
8514,Indian Institute of Management (Lucknow),BE,Mechanical,1993
8514,National Institute of Fashion Technology (NIFT),BE,Civil,2013
524,Indian Institute of Technology (Bhubaneswar),BE,Electrical,2003
28940,Indian Institute of Management (Indore),B.Pharm,Medicine,1993
28940,Indian Institute of Technology (Bombay),B.Pharm,Medicine,2021
28940,Indian Institutes of Technology (IITs),B.A,Sociology,2012
84607,National Institute of Fashion Technology (NIFT),Ph.D,Medicine,1995
84607,Manipal Academy of Higher Education,B.A,English,2008
84607,Indian Institutes of Technology (IITs),Ph.D,Medicine,2004
75777,Indian Institute of Management (Kozhikode),B.Pharm,Medicine,2022
75777,St. Stephen's College,B.A,English,2020
31656,Indian Statistical Institute (ISI),M.Tech,Manu,2007
78726,Indian Statistical Institute (ISI),BE,Civil,2010
78726,Manipal Academy of Higher Education,BE,Comp Sci,2016
78726,National Institute of Fashion Technology (NIFT),Ph.D,English,1994
78726,Indian Statistical Institute (ISI),B.A,Psychology,2018
78726,Indian School of Business (ISB),B.Pharm,Medicine,1995
32377,Tata Institute of Social Sciences (TISS),BE,Comp Sci,1988
32377,Indian Institute of Technology (Roorkee),BE,Civil,2008
32377,Indian Institute of Management (Indore),B.A,Sociology,1989
32377,National Institute of Fashion Technology (NIFT),B.Tech,Electrical,1993
7525,Christ University,B.A,Psychology,2004
7525,Hansraj College,B.Tech,Manu,1996
30203,Birla Institute of Technology and Science (BITS Pilani),B.A,Sociology,1984
30203,Loyola College,B.Pharm,Medicine,1985
30203,Indian Institutes of Technology (IITs),M.Tech,Comp Sci,1991
30203,Miranda House,M.Tech,Civil,2019
7818,Indian Institute of Science (IISc),B.Pharm,Medicine,2001
7818,National Institute of Design (NID),B.A,History,1990
71548,Christ University,M.Tech,Manu,2009
12285,Miranda House,B.A,Sociology,1983
12285,Indian Institute of Technology (Roorkee),B.Pharm,Medicine,1980
12285,Indian Institute of Technology (Banaras Hindu University),B.Tech,Comp Sci,1987
53602,Indian Statistical Institute (ISI),Ph.D,Sociology,1999
53602,Jawaharlal Nehru University (JNU),M.Tech,Manu,1998
53602,Delhi Technological University (DTU),BE,Electrical,1995
45465,Banaras Hindu University (BHU),Ph.D,Comp Sci,1980
45465,Indian Statistical Institute (ISI),B.A,Sociology,2019
52243,National Institute of Technology (Surathkal),B.Tech,Civil,1997
52243,National Institute of Design (NID),B.Pharm,Medicine,2006
10388,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Manu,2018
10388,Indian Statistical Institute (ISI),B.A,History,1984
10388,National Institute of Technology (Jaipur),B.Tech,Manu,1987
10388,Indian Institute of Technology (Madras),BE,Mechanical,2010
46427,Indian Institutes of Technology (IITs),B.Pharm,Medicine,1980
46427,Jawaharlal Nehru University (JNU),BE,Mechanical,1986
19267,Indian Statistical Institute (ISI),BE,Manu,1987
19267,Indian Institute of Science Education and Research (IISER),B.A,Psychology,2013
61774,Lady Shri Ram College for Women (LSR),B.A,Psychology,1986
61774,Indian Institute of Science (IISc),Ph.D,Civil,2016
10332,Manipal Academy of Higher Education,B.Tech,Manu,1984
10332,Aligarh Muslim University (AMU),B.Tech,Comp Sci,2013
76361,National Institute of Design (NID),BE,Comp Sci,2006
76361,Indian Institute of Technology (Madras),B.Pharm,Medicine,2003
89146,Indian Institute of Science (IISc),Ph.D,History,1998
89146,Indian Institute of Management (Indore),M.Tech,Manu,1989
60196,Loyola College,B.A,Psychology,2014
60196,National Law University (NLU),BE,Electrical,1992
60196,Presidency University,B.Pharm,Medicine,2001
44375,National Institute of Technology (Calicut),Ph.D,Mechanical,1981
44375,National Institute of Technology (NITs),B.Pharm,Medicine,2014
44375,Banaras Hindu University (BHU),B.Tech,Electrical,2000
44375,Indian Institute of Foreign Trade (IIFT),B.A,History,2017
44375,Indian Institute of Technology (Bhubaneswar),M.Tech,Manu,1997
84902,Presidency University,B.A,English,2005
84902,Indian Institute of Technology (Bombay),Ph.D,Psychology,2017
84902,Indian Institutes of Technology (IITs),M.Tech,Manu,2013
89222,Aligarh Muslim University (AMU),B.A,Psychology,2008
91057,Indian Institute of Science (IISc),B.Tech,Manu,1983
91057,Indian Institutes of Management (IIMs),BE,Mechanical,2017
91057,Indian Institute of Technology (Delhi),BE,Manu,2008
91057,Indian Institutes of Technology (IITs),M.Tech,Civil,1985
18292,St. Stephen's College,BE,Electrical,1986
97771,Aligarh Muslim University (AMU),B.Tech,Civil,2000
97771,Indian Institute of Technology (Kanpur),B.Pharm,Medicine,2008
97771,Birla Institute of Technology and Science (BITS Pilani),M.Tech,Civil,1998
43210,Loyola College,BE,Manu,1988
43210,Presidency University,Ph.D,Sociology,2009
43210,Indian Institute of Management (Indore),B.A,English,2012
99302,Delhi Technological University (DTU),B.A,English,2001
53517,Indian School of Business (ISB),B.Pharm,Medicine,2020
66862,Loyola College,BE,Electrical,1984
66862,Loyola College,Ph.D,Electrical,2013
66862,National Institute of Fashion Technology (NIFT),M.Tech,Manu,2014
40456,Aligarh Muslim University (AMU),BE,Mechanical,2001
40456,Symbiosis International University,B.A,History,1990
13947,Lady Shri Ram College for Women (LSR),M.Tech,Electrical,1991
57215,Indian Institute of Technology (Madras),B.Tech,Comp Sci,1983
51639,National Institute of Technology (Trichy),M.Tech,Electrical,2011
36344,National Institute of Design (NID),BE,Civil,1992
36344,Indian Institute of Technology (Bombay),BE,Electrical,1987
90598,Indian Institute of Technology (Kanpur),BE,Manu,1989
90598,National Institute of Technology (NITs),B.Tech,Civil,2002
70446,National Institute of Technology (Surathkal),BE,Manu,2008
70446,Indian Institute of Technology (Delhi),M.Tech,Comp Sci,2019
70446,Indian Institute of Management (Lucknow),M.Tech,Manu,1987
70446,Delhi Technological University (DTU),B.A,History,1985
28314,Jawaharlal Nehru University (JNU),M.Tech,Civil,2017
28314,Aligarh Muslim University (AMU),B.A,Psychology,2015
28314,National Institute of Technology (Warangal),M.Tech,Civil,1998
72916,Miranda House,B.Pharm,Medicine,1980
72916,National Institute of Technology (Calicut),B.Pharm,Medicine,1998
72916,National Institute of Technology (NITs),B.Tech,Comp Sci,1982
72916,Symbiosis International University,M.Tech,Comp Sci,1990
72916,Aligarh Muslim University (AMU),M.Tech,Mechanical,1985
86518,National Institute of Technology (Surathkal),Ph.D,History,2004
86518,Indian Institute of Technology (Kanpur),B.A,History,1988
86518,Loyola College,Ph.D,Electrical,2006
86518,National Institute of Fashion Technology (NIFT),B.Pharm,Medicine,1991
86518,Aligarh Muslim University (AMU),B.Tech,Mechanical,1993
37290,Indian Institute of Technology (Kanpur),Ph.D,Civil,1998
37290,Manipal Academy of Higher Education,M.Tech,Electrical,1989
38026,Indian Institute of Management (Indore),Ph.D,English,2010
38026,National Institute of Technology (Surathkal),Ph.D,Manu,1980
38026,National Law School of India University (NLSIU),B.A,English,1988
90737,Banaras Hindu University (BHU),Ph.D,English,2001
90737,Hansraj College,BE,Electrical,2011
90737,Indian Institute of Foreign Trade (IIFT),BE,Electrical,1984
52923,Indian Institute of Technology (Bombay),BE,Comp Sci,2014
31810,Indian Institute of Technology (Banaras Hindu University),B.Tech,Manu,2003
31810,Indian Institute of Technology (Delhi),M.Tech,Comp Sci,2019
31810,National Law University (NLU),Ph.D,Comp Sci,2022
31810,National Law University (NLU),B.A,History,2014
88987,Indian Statistical Institute (ISI),Ph.D,Comp Sci,2011
9864,Indian School of Business (ISB),B.Tech,Electrical,2007
9864,Indian Institute of Technology (Bhubaneswar),B.Tech,Manu,1992
9864,Indian Institute of Technology (Bhubaneswar),Ph.D,Psychology,2020
9864,Indian Institute of Technology (Roorkee),BE,Electrical,2021
9864,Loyola College,BE,Mechanical,2003
7528,Indian Institute of Science Education and Research (IISER),B.Tech,Mechanical,1991
7528,Xavier Labour Relations Institute (XLRI),B.Pharm,Medicine,2021
7528,Aligarh Muslim University (AMU),Ph.D,Manu,2017
7528,Presidency University,B.A,History,1994
87867,Indian Institute of Science Education and Research (IISER),BE,Electrical,1980
87867,Indian Statistical Institute (ISI),M.Tech,Comp Sci,2001
87867,Christ University,Ph.D,Comp Sci,1993
87867,Indian Statistical Institute (ISI),M.Tech,Manu,2006
90411,Indian Institute of Technology (Delhi),B.Tech,Electrical,1996
90411,Indian Institute of Foreign Trade (IIFT),B.Pharm,Medicine,1989
22692,Christ University,BE,Manu,2007
22692,Indian Institute of Technology (Guwahati),B.Tech,Comp Sci,2011
35967,Indian Institute of Science (IISc),B.Tech,Comp Sci,2018
82686,Indian Institute of Technology (Banaras Hindu University),B.Pharm,Medicine,2012
82686,Indian Institute of Technology (Banaras Hindu University),B.Tech,Manu,1980
82686,Indian Institute of Technology (Kanpur),BE,Mechanical,2005
82686,Manipal Academy of Higher Education,B.A,Psychology,1988
60929,Indian Institutes of Technology (IITs),Ph.D,Comp Sci,1982
95335,Indian Institute of Technology (Bombay),B.Pharm,Medicine,1990
95335,Indian Institute of Science Education and Research (IISER),B.A,Sociology,2020
95335,Indian Institutes of Technology (IITs),B.A,Psychology,1991
80191,Manipal Academy of Higher Education,B.A,History,1985
80191,Indian Institute of Technology (Bombay),Ph.D,Manu,2011
48501,All India Institute of Medical Sciences (AIIMS),B.Tech,Comp Sci,1985
48501,Indian Institute of Management (Kolkata),M.Tech,Civil,1990
48501,Lady Shri Ram College for Women (LSR),BE,Comp Sci,1982
48501,Christ University,BE,Comp Sci,2010
60533,Indian Statistical Institute (ISI),Ph.D,English,2018
60533,National Law School of India University (NLSIU),B.A,Sociology,1990
60533,National Institute of Technology (Jaipur),B.Tech,Mechanical,1986
60533,Delhi Technological University (DTU),M.Tech,Mechanical,2008
13894,Indian Institute of Technology (Guwahati),BE,Comp Sci,2018
13894,Jawaharlal Nehru University (JNU),B.Pharm,Medicine,2020
13894,National Institute of Fashion Technology (NIFT),BE,Mechanical,2003
35907,Lady Shri Ram College for Women (LSR),B.A,English,1986
35907,Indian Institutes of Management (IIMs),Ph.D,Manu,2013
35907,Indian Institutes of Technology (IITs),M.Tech,Electrical,1990
6035,Indian Institute of Technology (Kanpur),BE,Mechanical,1989
6035,Aligarh Muslim University (AMU),B.A,History,1986
6035,National Law School of India University (NLSIU),B.Tech,Manu,2009
6035,Indian Institute of Science Education and Research (IISER),M.Tech,Mechanical,1990
32296,Indian Statistical Institute (ISI),B.A,Psychology,1984
32296,Manipal Academy of Higher Education,B.A,Psychology,2011
69070,Indian Institute of Science (IISc),BE,Mechanical,1980
69070,St. Stephen's College,B.Tech,Civil,1984
69070,Indian Institute of Management (Ahmedabad),B.A,English,1982
69070,National Institute of Technology (Calicut),Ph.D,Sociology,2012
86511,National Institute of Technology (Calicut),Ph.D,Electrical,1991
86511,National Institute of Technology (Trichy),B.A,English,2022
86511,National Institute of Fashion Technology (NIFT),Ph.D,Psychology,1984
86511,Banaras Hindu University (BHU),B.Pharm,Medicine,1985
86511,Indian Institute of Technology (Bombay),BE,Manu,2012
29685,Indian Institute of Technology (Bombay),BE,Electrical,2005
29685,Xavier Labour Relations Institute (XLRI),B.Tech,Mechanical,1995
29685,National Institute of Technology (NITs),B.A,History,2022
44491,Indian Institute of Foreign Trade (IIFT),M.Tech,Mechanical,2007
44491,Indian Institute of Technology (Guwahati),B.Pharm,Medicine,2001
44491,Loyola College,B.A,Psychology,2008
44491,Lady Shri Ram College for Women (LSR),B.A,Psychology,1982
44491,Presidency University,B.A,Psychology,1983
58421,Indian Institute of Technology (Banaras Hindu University),M.Tech,Comp Sci,2021
75398,Indian Institute of Technology (Delhi),M.Tech,Manu,1981
75398,Symbiosis International University,B.Pharm,Medicine,1996
75398,Indian Statistical Institute (ISI),M.Tech,Electrical,2022
75398,National Institute of Fashion Technology (NIFT),M.Tech,Comp Sci,2000
75398,National Institute of Technology (Warangal),M.Tech,Comp Sci,1998
13587,Lady Shri Ram College for Women (LSR),B.A,English,2015
69159,Indian Institute of Technology (Delhi),B.Tech,Manu,1980
69159,Indian School of Business (ISB),B.Tech,Electrical,1992
69159,Indian Institute of Management (Lucknow),B.A,English,2009
77655,Xavier Labour Relations Institute (XLRI),B.A,Psychology,2013
77655,Indian Institute of Management (Kozhikode),BE,Civil,1996
77655,National Law University (NLU),Ph.D,Sociology,1987
22669,Indian School of Business (ISB),B.Pharm,Medicine,2022
22669,Indian Institute of Technology (Banaras Hindu University),B.Pharm,Medicine,1997
44477,Symbiosis International University,BE,Mechanical,1996
44477,Indian Institutes of Technology (IITs),B.Pharm,Medicine,2013
44477,All India Institute of Medical Sciences (AIIMS),Ph.D,English,2000
44477,Manipal Academy of Higher Education,B.Tech,Electrical,1980
82865,Symbiosis International University,Ph.D,Electrical,2012
82865,St. Stephen's College,Ph.D,Medicine,2003
82865,Hansraj College,B.Tech,Manu,2009
82865,Indian Institute of Technology (Kanpur),BE,Electrical,1998
82865,Indian Statistical Institute (ISI),M.Tech,Mechanical,2019
81469,National Institute of Technology (Calicut),M.Tech,Mechanical,2012
81469,Delhi Technological University (DTU),M.Tech,Comp Sci,1988
81469,Indian Institute of Technology (Bombay),M.Tech,Comp Sci,1993
81469,Indian Institute of Technology (Bombay),B.Tech,Civil,2005
1888,National Institute of Fashion Technology (NIFT),B.A,Sociology,1987
1888,Indian Institute of Technology (Madras),Ph.D,History,1982
1888,Symbiosis International University,B.A,English,2019
22725,Indian Institute of Management (Indore),BE,Manu,1990
22725,National Institute of Technology (NITs),BE,Mechanical,2003
22725,National Law University (NLU),M.Tech,Manu,1989
75200,Indian Institute of Science (IISc),B.Pharm,Medicine,2020
33398,Jawaharlal Nehru University (JNU),B.Pharm,Medicine,2007
33398,Indian Institute of Management (Ahmedabad),BE,Comp Sci,1998
33398,Indian Institute of Technology (Madras),Ph.D,Mechanical,2015
33398,Indian Institute of Management (Kozhikode),B.A,English,2001
67997,Indian Statistical Institute (ISI),M.Tech,Civil,2014
67997,Indian Institute of Management (Lucknow),B.A,English,1982
67997,Indian Institute of Management (Lucknow),B.Tech,Comp Sci,1980
67997,Indian Institute of Management (Lucknow),BE,Mechanical,1993
67997,National Institute of Design (NID),B.Tech,Electrical,2015
27708,National Institute of Technology (Surathkal),B.Pharm,Medicine,1998
27708,Jawaharlal Nehru University (JNU),BE,Civil,1996
94488,Miranda House,B.Tech,Comp Sci,2012
94488,National Institute of Technology (Jaipur),B.Tech,Mechanical,1992
44693,National Institute of Fashion Technology (NIFT),BE,Civil,1999
57389,Miranda House,B.Tech,Civil,2007
57389,Symbiosis International University,M.Tech,Electrical,2001
57389,National Institute of Fashion Technology (NIFT),B.Pharm,Medicine,2011
78944,National Institute of Design (NID),B.Pharm,Medicine,1987
90082,Presidency University,B.A,History,2002
90082,Loyola College,M.Tech,Electrical,2019
