JS_ID,Year,Proficiency,Domain
38378,1992,Marketing,Business
38378,1992,Project Management,Business
38378,1983,Digital Marketing,Business
38378,1983,Creative Writing,Literature
38378,1983,Web Development,Computer Science
87866,2011,Graphic Design,Design
87866,2011,Marketing,Business
87866,2011,Public Speaking,Communication
87866,2011,Web Development,Computer Science
87866,2010,Digital Marketing,Business
64384,2003,Digital Marketing,Business
64384,2003,Marketing,Business
64384,2003,Programming,Computer Science
64384,2000,Marketing,Business
64384,1982,Graphic Design,Design
64384,1982,Marketing,Business
64384,1982,Public Speaking,Communication
64384,1990,Data Analysis,Statistics
64384,1990,Digital Marketing,Business
64384,1990,Graphic Design,Design
64384,1990,Problem Solving,Mathematics
64384,1992,Public Speaking,Communication
64384,1992,Programming,Computer Science
92454,1995,Problem Solving,Mathematics
92454,1995,Public Speaking,Communication
92454,2016,Marketing,Business
92454,2016,Public Speaking,Communication
92454,1985,Data Analysis,Statistics
92454,1985,Graphic Design,Design
92454,1985,Public Speaking,Communication
92454,1985,Programming,Computer Science
92454,1986,Public Speaking,Communication
92454,2002,Problem Solving,Mathematics
92454,2002,Graphic Design,Design
92454,2002,Public Speaking,Communication
49630,1998,Problem Solving,Mathematics
49630,1998,Creative Writing,Literature
49630,1998,Programming,Computer Science
49630,1993,Project Management,Business
49630,1993,Web Development,Computer Science
49630,2007,Graphic Design,Design
49630,2007,Data Analysis,Statistics
49630,2007,Problem Solving,Mathematics
49630,2007,Public Speaking,Communication
49630,2007,Programming,Computer Science
49630,2011,Marketing,Business
49630,2004,Graphic Design,Design
49630,2004,Project Management,Business
49630,2004,Public Speaking,Communication
49630,2004,Programming,Computer Science
48053,1997,Data Analysis,Statistics
48053,1997,Graphic Design,Design
48053,1981,Creative Writing,Literature
48053,2009,Marketing,Business
48053,2009,Public Speaking,Communication
48053,2009,Creative Writing,Literature
48053,1982,Marketing,Business
48053,1982,Web Development,Computer Science
35020,2022,Problem Solving,Mathematics
35020,2022,Marketing,Business
35020,2022,Programming,Computer Science
35020,1985,Graphic Design,Design
35020,1985,Creative Writing,Literature
35020,1985,Programming,Computer Science
35020,1989,Digital Marketing,Business
35020,1989,Web Development,Computer Science
35020,1997,Data Analysis,Statistics
35020,1997,Project Management,Business
35020,1997,Creative Writing,Literature
35020,1988,Problem Solving,Mathematics
35020,1988,Digital Marketing,Business
35020,1988,Creative Writing,Literature
35020,1988,Web Development,Computer Science
16944,2009,Data Analysis,Statistics
16944,1993,Data Analysis,Statistics
16944,1993,Problem Solving,Mathematics
16944,1993,Digital Marketing,Business
16944,1993,Creative Writing,Literature
16944,2012,Marketing,Business
16944,2010,Public Speaking,Communication
16944,1981,Graphic Design,Design
16944,1981,Marketing,Business
16944,1981,Project Management,Business
16944,1981,Creative Writing,Literature
34691,2007,Data Analysis,Statistics
34691,2007,Marketing,Business
34691,2007,Project Management,Business
34691,1988,Public Speaking,Communication
34691,2005,Marketing,Business
34691,2005,Project Management,Business
34691,2005,Public Speaking,Communication
34691,1982,Data Analysis,Statistics
34691,1982,Programming,Computer Science
34691,1989,Public Speaking,Communication
34691,1989,Programming,Computer Science
22494,1992,Graphic Design,Design
22494,1992,Project Management,Business
22494,2003,Graphic Design,Design
22494,1994,Digital Marketing,Business
22494,1994,Graphic Design,Design
22494,1994,Project Management,Business
22494,1994,Problem Solving,Mathematics
72530,2001,Data Analysis,Statistics
72530,2001,Digital Marketing,Business
72530,2001,Marketing,Business
72530,2001,Web Development,Computer Science
72530,2022,Graphic Design,Design
72530,2022,Public Speaking,Communication
72530,2022,Web Development,Computer Science
72530,2021,Marketing,Business
72530,2017,Programming,Computer Science
72530,1994,Project Management,Business
72530,1994,Creative Writing,Literature
72530,1994,Programming,Computer Science
65276,2020,Marketing,Business
65276,1985,Public Speaking,Communication
65276,2016,Web Development,Computer Science
49807,1995,Data Analysis,Statistics
49807,1995,Graphic Design,Design
49807,1995,Web Development,Computer Science
49807,2015,Graphic Design,Design
49807,2015,Digital Marketing,Business
49807,2015,Public Speaking,Communication
49807,2015,Programming,Computer Science
49807,1998,Graphic Design,Design
49807,1998,Project Management,Business
49807,2022,Marketing,Business
49807,2022,Project Management,Business
49807,2022,Programming,Computer Science
7148,1989,Problem Solving,Mathematics
7148,1989,Graphic Design,Design
7148,2020,Marketing,Business
7148,2020,Project Management,Business
7148,1984,Digital Marketing,Business
7148,1984,Public Speaking,Communication
7148,2012,Problem Solving,Mathematics
7148,2012,Graphic Design,Design
7148,2012,Public Speaking,Communication
7148,1998,Creative Writing,Literature
13421,2001,Graphic Design,Design
13421,2001,Project Management,Business
13421,2001,Public Speaking,Communication
13421,2001,Creative Writing,Literature
13421,2016,Public Speaking,Communication
13421,1995,Public Speaking,Communication
13421,2014,Data Analysis,Statistics
13421,2014,Public Speaking,Communication
13421,2014,Programming,Computer Science
93240,2016,Problem Solving,Mathematics
93240,2016,Public Speaking,Communication
93240,2016,Creative Writing,Literature
93240,1996,Marketing,Business
93240,1996,Creative Writing,Literature
89032,1996,Marketing,Business
89032,1983,Graphic Design,Design
89032,1983,Creative Writing,Literature
89032,1983,Project Management,Business
89032,1983,Web Development,Computer Science
89032,1983,Digital Marketing,Business
89032,2001,Graphic Design,Design
89032,2001,Public Speaking,Communication
89032,2001,Web Development,Computer Science
28370,2005,Creative Writing,Literature
28370,1984,Public Speaking,Communication
28370,1984,Creative Writing,Literature
28370,2016,Data Analysis,Statistics
28370,2016,Graphic Design,Design
28370,2016,Digital Marketing,Business
28370,2016,Web Development,Computer Science
28370,1980,Graphic Design,Design
28370,1980,Marketing,Business
86640,2013,Web Development,Computer Science
86640,2013,Public Speaking,Communication
86640,2013,Creative Writing,Literature
86640,2013,Programming,Computer Science
86640,2000,Digital Marketing,Business
9787,2005,Graphic Design,Design
9787,2005,Data Analysis,Statistics
9787,2005,Creative Writing,Literature
9787,2005,Digital Marketing,Business
9787,2005,Public Speaking,Communication
9787,2004,Graphic Design,Design
9787,2004,Marketing,Business
9787,2004,Public Speaking,Communication
9787,1986,Public Speaking,Communication
9787,1986,Programming,Computer Science
9787,1989,Graphic Design,Design
9787,1989,Project Management,Business
9787,1989,Web Development,Computer Science
4840,2021,Graphic Design,Design
4840,2021,Project Management,Business
4840,2021,Public Speaking,Communication
4840,1986,Problem Solving,Mathematics
4840,1986,Digital Marketing,Business
4840,1986,Project Management,Business
4840,1986,Creative Writing,Literature
35174,1983,Marketing,Business
35174,1983,Problem Solving,Mathematics
35174,1983,Project Management,Business
35174,1983,Digital Marketing,Business
35174,1983,Public Speaking,Communication
35174,1992,Graphic Design,Design
35174,1992,Programming,Computer Science
35174,1985,Marketing,Business
35174,2002,Project Management,Business
35174,2002,Programming,Computer Science
2823,1989,Project Management,Business
2823,1989,Creative Writing,Literature
2823,2011,Project Management,Business
2823,2011,Public Speaking,Communication
16372,2002,Data Analysis,Statistics
16372,2002,Digital Marketing,Business
16372,2002,Marketing,Business
16372,2002,Programming,Computer Science
16372,2014,Data Analysis,Statistics
16372,2014,Public Speaking,Communication
16372,2021,Graphic Design,Design
16372,2010,Programming,Computer Science
16372,2022,Project Management,Business
16865,2021,Graphic Design,Design
16865,2021,Problem Solving,Mathematics
16865,2021,Project Management,Business
16865,2021,Digital Marketing,Business
16865,2021,Public Speaking,Communication
16865,2011,Data Analysis,Statistics
16865,2011,Programming,Computer Science
16865,1993,Data Analysis,Statistics
16865,1993,Digital Marketing,Business
16865,1993,Public Speaking,Communication
16865,1993,Web Development,Computer Science
16865,2009,Problem Solving,Mathematics
16865,2009,Public Speaking,Communication
16865,2009,Web Development,Computer Science
41107,2001,Creative Writing,Literature
41107,2001,Web Development,Computer Science
41107,2001,Digital Marketing,Business
41107,2001,Public Speaking,Communication
41107,2001,Programming,Computer Science
95213,1986,Digital Marketing,Business
95213,1986,Marketing,Business
95213,1986,Project Management,Business
95213,1986,Creative Writing,Literature
95213,2014,Digital Marketing,Business
95213,2014,Creative Writing,Literature
95213,2015,Marketing,Business
95213,2015,Public Speaking,Communication
95213,2000,Marketing,Business
95213,2000,Web Development,Computer Science
95213,1983,Marketing,Business
95213,1983,Public Speaking,Communication
95213,1983,Creative Writing,Literature
95213,1983,Programming,Computer Science
14978,1980,Problem Solving,Mathematics
14978,1980,Digital Marketing,Business
14978,1980,Public Speaking,Communication
14978,1980,Programming,Computer Science
14978,2005,Problem Solving,Mathematics
14978,2005,Digital Marketing,Business
14978,2005,Programming,Computer Science
14978,2005,Web Development,Computer Science
14978,1997,Creative Writing,Literature
14978,1997,Programming,Computer Science
14978,2022,Problem Solving,Mathematics
14978,2022,Digital Marketing,Business
14978,2022,Project Management,Business
14978,2022,Web Development,Computer Science
14978,2003,Graphic Design,Design
94856,1992,Data Analysis,Statistics
94856,1992,Marketing,Business
94856,1992,Creative Writing,Literature
94856,1992,Web Development,Computer Science
94856,2018,Project Management,Business
159,1998,Problem Solving,Mathematics
159,1998,Project Management,Business
159,1998,Creative Writing,Literature
159,1998,Web Development,Computer Science
159,2002,Graphic Design,Design
159,2002,Public Speaking,Communication
159,2002,Creative Writing,Literature
159,2002,Programming,Computer Science
159,1981,Data Analysis,Statistics
159,1981,Marketing,Business
159,1981,Public Speaking,Communication
159,1981,Programming,Computer Science
159,1986,Graphic Design,Design
159,1986,Creative Writing,Literature
159,1986,Web Development,Computer Science
72424,2012,Problem Solving,Mathematics
72424,2012,Graphic Design,Design
72424,2012,Public Speaking,Communication
72424,2012,Programming,Computer Science
72424,1994,Data Analysis,Statistics
72424,1994,Marketing,Business
72424,1994,Project Management,Business
72424,1993,Problem Solving,Mathematics
72424,1993,Digital Marketing,Business
72424,1993,Public Speaking,Communication
72424,1993,Web Development,Computer Science
72424,2016,Data Analysis,Statistics
72424,2016,Digital Marketing,Business
72424,2016,Web Development,Computer Science
72424,2019,Programming,Computer Science
99891,1987,Marketing,Business
99891,1987,Project Management,Business
99891,2008,Programming,Computer Science
99891,1991,Data Analysis,Statistics
99891,1991,Graphic Design,Design
99891,1991,Project Management,Business
99891,1991,Programming,Computer Science
99891,2021,Data Analysis,Statistics
99891,2021,Creative Writing,Literature
99891,1994,Public Speaking,Communication
97143,2011,Creative Writing,Literature
97143,2011,Programming,Computer Science
8514,2002,Data Analysis,Statistics
8514,2002,Programming,Computer Science
8514,2003,Graphic Design,Design
8514,2003,Digital Marketing,Business
8514,2003,Public Speaking,Communication
8514,2003,Programming,Computer Science
8514,1993,Data Analysis,Statistics
8514,2013,Marketing,Business
8514,2013,Creative Writing,Literature
8514,2013,Web Development,Computer Science
8514,2013,Public Speaking,Communication
8514,2013,Programming,Computer Science
524,2003,Creative Writing,Literature
524,2003,Web Development,Computer Science
28940,1993,Creative Writing,Literature
28940,1993,Problem Solving,Mathematics
28940,1993,Web Development,Computer Science
28940,1993,Digital Marketing,Business
28940,1993,Programming,Computer Science
28940,2021,Data Analysis,Statistics
28940,2021,Problem Solving,Mathematics
28940,2021,Creative Writing,Literature
28940,2012,Data Analysis,Statistics
28940,2012,Graphic Design,Design
84607,1995,Data Analysis,Statistics
84607,1995,Problem Solving,Mathematics
84607,1995,Digital Marketing,Business
84607,1995,Project Management,Business
84607,2008,Graphic Design,Design
84607,2008,Marketing,Business
84607,2008,Project Management,Business
84607,2008,Programming,Computer Science
84607,2004,Problem Solving,Mathematics
75777,2022,Digital Marketing,Business
75777,2022,Graphic Design,Design
75777,2022,Public Speaking,Communication
75777,2022,Programming,Computer Science
75777,2020,Data Analysis,Statistics
75777,2020,Graphic Design,Design
75777,2020,Public Speaking,Communication
31656,2007,Data Analysis,Statistics
78726,2010,Graphic Design,Design
78726,2016,Problem Solving,Mathematics
78726,2016,Public Speaking,Communication
78726,2016,Programming,Computer Science
78726,1994,Web Development,Computer Science
78726,2018,Problem Solving,Mathematics
78726,2018,Graphic Design,Design
78726,2018,Project Management,Business
78726,2018,Programming,Computer Science
78726,1995,Marketing,Business
78726,1995,Programming,Computer Science
32377,1988,Problem Solving,Mathematics
32377,1988,Project Management,Business
32377,1988,Creative Writing,Literature
32377,1988,Web Development,Computer Science
32377,2008,Data Analysis,Statistics
32377,2008,Graphic Design,Design
32377,2008,Marketing,Business
32377,1989,Web Development,Computer Science
32377,1989,Programming,Computer Science
32377,1993,Public Speaking,Communication
7525,2004,Problem Solving,Mathematics
7525,2004,Web Development,Computer Science
7525,1996,Problem Solving,Mathematics
7525,1996,Digital Marketing,Business
7525,1996,Creative Writing,Literature
7525,1996,Web Development,Computer Science
30203,1984,Data Analysis,Statistics
30203,1984,Web Development,Computer Science
30203,1985,Data Analysis,Statistics
30203,1985,Marketing,Business
30203,1985,Web Development,Computer Science
30203,1991,Data Analysis,Statistics
30203,1991,Digital Marketing,Business
30203,1991,Public Speaking,Communication
30203,1991,Programming,Computer Science
30203,2019,Public Speaking,Communication
30203,2019,Programming,Computer Science
7818,2001,Programming,Computer Science
7818,2001,Marketing,Business
7818,2001,Public Speaking,Communication
7818,2001,Web Development,Computer Science
7818,1990,Digital Marketing,Business
7818,1990,Programming,Computer Science
71548,2009,Graphic Design,Design
71548,2009,Programming,Computer Science
12285,1983,Problem Solving,Mathematics
12285,1983,Creative Writing,Literature
12285,1980,Data Analysis,Statistics
12285,1980,Digital Marketing,Business
12285,1980,Creative Writing,Literature
12285,1987,Project Management,Business
12285,1987,Creative Writing,Literature
53602,1999,Graphic Design,Design
53602,1999,Project Management,Business
53602,1999,Public Speaking,Communication
53602,1999,Creative Writing,Literature
53602,1998,Data Analysis,Statistics
53602,1998,Marketing,Business
53602,1998,Public Speaking,Communication
53602,1998,Programming,Computer Science
53602,1995,Graphic Design,Design
53602,1995,Digital Marketing,Business
53602,1995,Programming,Computer Science
45465,1980,Data Analysis,Statistics
45465,1980,Graphic Design,Design
45465,1980,Public Speaking,Communication
45465,2019,Graphic Design,Design
45465,2019,Public Speaking,Communication
52243,1997,Creative Writing,Literature
52243,2006,Graphic Design,Design
52243,2006,Digital Marketing,Business
52243,2006,Problem Solving,Mathematics
52243,2006,Web Development,Computer Science
10388,2018,Marketing,Business
10388,2018,Public Speaking,Communication
10388,2018,Web Development,Computer Science
10388,1984,Graphic Design,Design
10388,1984,Web Development,Computer Science
10388,1984,Creative Writing,Literature
10388,1984,Programming,Computer Science
10388,1987,Data Analysis,Statistics
10388,1987,Marketing,Business
10388,1987,Project Management,Business
10388,1987,Public Speaking,Communication
10388,2010,Creative Writing,Literature
46427,1980,Marketing,Business
46427,1980,Programming,Computer Science
46427,1986,Creative Writing,Literature
46427,1986,Project Management,Business
46427,1986,Web Development,Computer Science
46427,1986,Digital Marketing,Business
46427,1986,Public Speaking,Communication
19267,1987,Public Speaking,Communication
19267,2013,Problem Solving,Mathematics
19267,2013,Graphic Design,Design
19267,2013,Programming,Computer Science
61774,1986,Data Analysis,Statistics
61774,1986,Graphic Design,Design
61774,1986,Project Management,Business
61774,1986,Web Development,Computer Science
61774,2016,Graphic Design,Design
61774,2016,Data Analysis,Statistics
61774,2016,Marketing,Business
61774,2016,Problem Solving,Mathematics
61774,2016,Public Speaking,Communication
10332,1984,Project Management,Business
10332,2013,Data Analysis,Statistics
76361,2006,Problem Solving,Mathematics
76361,2006,Digital Marketing,Business
76361,2003,Marketing,Business
76361,2003,Project Management,Business
89146,1998,Data Analysis,Statistics
89146,1998,Problem Solving,Mathematics
89146,1998,Project Management,Business
89146,1989,Public Speaking,Communication
89146,1989,Creative Writing,Literature
60196,2014,Data Analysis,Statistics
60196,2014,Problem Solving,Mathematics
60196,2014,Creative Writing,Literature
60196,1992,Programming,Computer Science
60196,2001,Digital Marketing,Business
60196,2001,Public Speaking,Communication
44375,1981,Programming,Computer Science
44375,2014,Problem Solving,Mathematics
44375,2014,Digital Marketing,Business
44375,2014,Creative Writing,Literature
44375,2014,Programming,Computer Science
44375,2000,Creative Writing,Literature
44375,2017,Digital Marketing,Business
44375,2017,Public Speaking,Communication
44375,1997,Graphic Design,Design
44375,1997,Programming,Computer Science
84902,2005,Problem Solving,Mathematics
84902,2005,Marketing,Business
84902,2005,Public Speaking,Communication
84902,2005,Creative Writing,Literature
84902,2017,Data Analysis,Statistics
84902,2017,Graphic Design,Design
84902,2017,Programming,Computer Science
84902,2013,Creative Writing,Literature
89222,2008,Problem Solving,Mathematics
89222,2008,Public Speaking,Communication
91057,1983,Problem Solving,Mathematics
91057,1983,Marketing,Business
91057,2017,Project Management,Business
91057,2017,Creative Writing,Literature
91057,2017,Programming,Computer Science
91057,2008,Digital Marketing,Business
91057,2008,Graphic Design,Design
91057,1985,Digital Marketing,Business
91057,1985,Marketing,Business
91057,1985,Creative Writing,Literature
91057,1985,Programming,Computer Science
18292,1986,Data Analysis,Statistics
18292,1986,Marketing,Business
18292,1986,Public Speaking,Communication
97771,2000,Graphic Design,Design
97771,2000,Project Management,Business
97771,2000,Creative Writing,Literature
97771,2000,Programming,Computer Science
97771,2008,Graphic Design,Design
97771,2008,Programming,Computer Science
97771,1998,Problem Solving,Mathematics
97771,1998,Graphic Design,Design
97771,1998,Project Management,Business
97771,1998,Programming,Computer Science
43210,1988,Marketing,Business
43210,2009,Graphic Design,Design
43210,2009,Digital Marketing,Business
43210,2009,Project Management,Business
43210,2009,Programming,Computer Science
43210,2012,Graphic Design,Design
43210,2012,Web Development,Computer Science
43210,2012,Programming,Computer Science
99302,2001,Data Analysis,Statistics
53517,2020,Marketing,Business
53517,2020,Public Speaking,Communication
66862,1984,Data Analysis,Statistics
66862,1984,Programming,Computer Science
66862,2013,Project Management,Business
66862,2013,Public Speaking,Communication
66862,2013,Creative Writing,Literature
66862,2014,Programming,Computer Science
40456,2001,Graphic Design,Design
40456,2001,Public Speaking,Communication
40456,1990,Problem Solving,Mathematics
40456,1990,Digital Marketing,Business
40456,1990,Creative Writing,Literature
40456,1990,Programming,Computer Science
13947,1991,Project Management,Business
13947,1991,Public Speaking,Communication
57215,1983,Problem Solving,Mathematics
51639,2011,Digital Marketing,Business
51639,2011,Marketing,Business
51639,2011,Project Management,Business
51639,2011,Creative Writing,Literature
36344,1992,Marketing,Business
36344,1987,Project Management,Business
36344,1987,Programming,Computer Science
90598,1989,Marketing,Business
90598,2002,Data Analysis,Statistics
90598,2002,Problem Solving,Mathematics
90598,2002,Web Development,Computer Science
90598,2002,Programming,Computer Science
70446,2008,Marketing,Business
70446,2008,Web Development,Computer Science
70446,2019,Problem Solving,Mathematics
70446,2019,Project Management,Business
70446,2019,Creative Writing,Literature
70446,2019,Programming,Computer Science
70446,1987,Data Analysis,Statistics
70446,1987,Marketing,Business
70446,1987,Programming,Computer Science
70446,1985,Data Analysis,Statistics
70446,1985,Graphic Design,Design
70446,1985,Web Development,Computer Science
28314,2017,Graphic Design,Design
28314,2015,Data Analysis,Statistics
28314,2015,Digital Marketing,Business
28314,2015,Marketing,Business
28314,2015,Project Management,Business
28314,1998,Public Speaking,Communication
28314,1998,Programming,Computer Science
72916,1980,Problem Solving,Mathematics
72916,1980,Digital Marketing,Business
72916,1980,Project Management,Business
72916,1998,Programming,Computer Science
72916,1998,Digital Marketing,Business
72916,1998,Creative Writing,Literature
72916,1998,Web Development,Computer Science
72916,1982,Data Analysis,Statistics
72916,1982,Creative Writing,Literature
72916,1982,Programming,Computer Science
72916,1990,Graphic Design,Design
72916,1990,Problem Solving,Mathematics
72916,1990,Web Development,Computer Science
72916,1990,Digital Marketing,Business
72916,1990,Public Speaking,Communication
72916,1985,Creative Writing,Literature
72916,1985,Web Development,Computer Science
86518,2004,Marketing,Business
86518,2004,Creative Writing,Literature
86518,2004,Web Development,Computer Science
86518,2004,Public Speaking,Communication
86518,2004,Programming,Computer Science
86518,1988,Problem Solving,Mathematics
86518,1988,Project Management,Business
86518,1988,Public Speaking,Communication
86518,2006,Data Analysis,Statistics
86518,2006,Digital Marketing,Business
86518,2006,Project Management,Business
86518,2006,Creative Writing,Literature
86518,1991,Programming,Computer Science
86518,1993,Data Analysis,Statistics
86518,1993,Digital Marketing,Business
86518,1993,Marketing,Business
86518,1993,Public Speaking,Communication
37290,1998,Data Analysis,Statistics
37290,1998,Digital Marketing,Business
37290,1998,Creative Writing,Literature
37290,1989,Creative Writing,Literature
38026,2010,Graphic Design,Design
38026,2010,Digital Marketing,Business
38026,2010,Creative Writing,Literature
38026,2010,Web Development,Computer Science
38026,1980,Marketing,Business
38026,1988,Digital Marketing,Business
38026,1988,Marketing,Business
38026,1988,Creative Writing,Literature
38026,1988,Programming,Computer Science
90737,2001,Problem Solving,Mathematics
90737,2001,Graphic Design,Design
90737,2001,Marketing,Business
90737,2001,Programming,Computer Science
90737,2011,Problem Solving,Mathematics
90737,2011,Project Management,Business
90737,2011,Public Speaking,Communication
90737,1984,Project Management,Business
52923,2014,Problem Solving,Mathematics
52923,2014,Graphic Design,Design
52923,2014,Marketing,Business
52923,2014,Project Management,Business
31810,2003,Web Development,Computer Science
31810,2003,Project Management,Business
31810,2003,Programming,Computer Science
31810,2019,Problem Solving,Mathematics
31810,2019,Project Management,Business
31810,2019,Creative Writing,Literature
31810,2022,Digital Marketing,Business
31810,2022,Graphic Design,Design
31810,2022,Marketing,Business
31810,2014,Creative Writing,Literature
31810,2014,Programming,Computer Science
88987,2011,Problem Solving,Mathematics
88987,2011,Web Development,Computer Science
9864,2007,Data Analysis,Statistics
9864,2007,Digital Marketing,Business
9864,2007,Web Development,Computer Science
9864,1992,Marketing,Business
9864,1992,Project Management,Business
9864,2020,Creative Writing,Literature
9864,2020,Programming,Computer Science
9864,2021,Project Management,Business
9864,2021,Public Speaking,Communication
9864,2003,Problem Solving,Mathematics
9864,2003,Graphic Design,Design
9864,2003,Marketing,Business
7528,1991,Data Analysis,Statistics
7528,1991,Problem Solving,Mathematics
7528,1991,Creative Writing,Literature
7528,2021,Data Analysis,Statistics
7528,2021,Graphic Design,Design
7528,2021,Creative Writing,Literature
7528,2017,Digital Marketing,Business
7528,2017,Marketing,Business
7528,2017,Project Management,Business
7528,1994,Web Development,Computer Science
87867,1980,Digital Marketing,Business
87867,1980,Web Development,Computer Science
87867,1980,Programming,Computer Science
87867,2001,Data Analysis,Statistics
87867,2001,Web Development,Computer Science
87867,1993,Creative Writing,Literature
87867,2006,Digital Marketing,Business
87867,2006,Public Speaking,Communication
90411,1996,Public Speaking,Communication
90411,1989,Problem Solving,Mathematics
90411,1989,Digital Marketing,Business
90411,1989,Project Management,Business
90411,1989,Creative Writing,Literature
22692,2007,Data Analysis,Statistics
22692,2007,Programming,Computer Science
22692,2007,Creative Writing,Literature
22692,2007,Web Development,Computer Science
22692,2011,Marketing,Business
22692,2011,Creative Writing,Literature
22692,2011,Project Management,Business
22692,2011,Web Development,Computer Science
22692,2011,Public Speaking,Communication
35967,2018,Data Analysis,Statistics
35967,2018,Project Management,Business
35967,2018,Creative Writing,Literature
82686,2012,Digital Marketing,Business
82686,2012,Graphic Design,Design
82686,2012,Marketing,Business
82686,1980,Problem Solving,Mathematics
82686,1980,Marketing,Business
82686,1980,Project Management,Business
82686,1980,Creative Writing,Literature
82686,2005,Public Speaking,Communication
82686,2005,Creative Writing,Literature
82686,1988,Problem Solving,Mathematics
82686,1988,Public Speaking,Communication
60929,1982,Problem Solving,Mathematics
60929,1982,Digital Marketing,Business
60929,1982,Marketing,Business
95335,1990,Problem Solving,Mathematics
95335,1990,Public Speaking,Communication
95335,1990,Creative Writing,Literature
95335,2020,Digital Marketing,Business
95335,1991,Graphic Design,Design
80191,1985,Web Development,Computer Science
80191,2011,Problem Solving,Mathematics
80191,2011,Digital Marketing,Business
80191,2011,Public Speaking,Communication
48501,1985,Problem Solving,Mathematics
48501,1985,Graphic Design,Design
48501,1985,Marketing,Business
48501,1990,Project Management,Business
48501,1982,Marketing,Business
48501,1982,Project Management,Business
48501,1982,Creative Writing,Literature
48501,1982,Web Development,Computer Science
48501,2010,Data Analysis,Statistics
48501,2010,Problem Solving,Mathematics
48501,2010,Marketing,Business
48501,2010,Creative Writing,Literature
60533,2018,Problem Solving,Mathematics
60533,2018,Digital Marketing,Business
60533,2018,Public Speaking,Communication
60533,1990,Data Analysis,Statistics
60533,1990,Public Speaking,Communication
60533,1990,Programming,Computer Science
60533,1986,Problem Solving,Mathematics
60533,1986,Graphic Design,Design
60533,1986,Public Speaking,Communication
60533,2008,Creative Writing,Literature
60533,2008,Project Management,Business
60533,2008,Digital Marketing,Business
60533,2008,Public Speaking,Communication
60533,2008,Programming,Computer Science
13894,2018,Graphic Design,Design
13894,2020,Creative Writing,Literature
13894,2003,Data Analysis,Statistics
13894,2003,Digital Marketing,Business
13894,2003,Marketing,Business
13894,2003,Project Management,Business
35907,1986,Marketing,Business
35907,1986,Project Management,Business
35907,2013,Data Analysis,Statistics
35907,2013,Problem Solving,Mathematics
35907,2013,Project Management,Business
35907,2013,Public Speaking,Communication
35907,2013,Programming,Computer Science
35907,1990,Marketing,Business
35907,1990,Public Speaking,Communication
6035,1989,Public Speaking,Communication
6035,1986,Data Analysis,Statistics
6035,1986,Graphic Design,Design
6035,1986,Web Development,Computer Science
6035,2009,Programming,Computer Science
6035,1990,Data Analysis,Statistics
6035,1990,Creative Writing,Literature
6035,1990,Project Management,Business
6035,1990,Web Development,Computer Science
6035,1990,Public Speaking,Communication
32296,1984,Data Analysis,Statistics
32296,1984,Digital Marketing,Business
32296,1984,Web Development,Computer Science
32296,2011,Programming,Computer Science
32296,2011,Public Speaking,Communication
32296,2011,Creative Writing,Literature
32296,2011,Web Development,Computer Science
69070,1980,Marketing,Business
69070,1980,Project Management,Business
69070,1980,Web Development,Computer Science
69070,1984,Problem Solving,Mathematics
69070,1984,Graphic Design,Design
69070,1982,Problem Solving,Mathematics
69070,1982,Marketing,Business
69070,1982,Project Management,Business
69070,2012,Digital Marketing,Business
69070,2012,Marketing,Business
86511,1991,Web Development,Computer Science
86511,2022,Data Analysis,Statistics
86511,2022,Project Management,Business
86511,2022,Public Speaking,Communication
86511,2022,Creative Writing,Literature
86511,1984,Data Analysis,Statistics
86511,1984,Problem Solving,Mathematics
86511,1985,Problem Solving,Mathematics
86511,1985,Graphic Design,Design
86511,1985,Creative Writing,Literature
86511,1985,Programming,Computer Science
86511,2012,Graphic Design,Design
86511,2012,Marketing,Business
86511,2012,Problem Solving,Mathematics
86511,2012,Web Development,Computer Science
86511,2012,Public Speaking,Communication
29685,2005,Data Analysis,Statistics
29685,2005,Project Management,Business
29685,1995,Project Management,Business
29685,1995,Public Speaking,Communication
29685,1995,Web Development,Computer Science
29685,2022,Graphic Design,Design
29685,2022,Project Management,Business
29685,2022,Public Speaking,Communication
29685,2022,Programming,Computer Science
44491,2007,Data Analysis,Statistics
44491,2007,Problem Solving,Mathematics
44491,2007,Project Management,Business
44491,2007,Public Speaking,Communication
44491,2001,Digital Marketing,Business
44491,2008,Digital Marketing,Business
44491,2008,Project Management,Business
44491,1982,Graphic Design,Design
44491,1982,Project Management,Business
44491,1982,Public Speaking,Communication
44491,1983,Programming,Computer Science
44491,1983,Public Speaking,Communication
44491,1983,Web Development,Computer Science
58421,2021,Public Speaking,Communication
75398,1981,Data Analysis,Statistics
75398,1981,Public Speaking,Communication
75398,1981,Creative Writing,Literature
75398,1996,Problem Solving,Mathematics
75398,1996,Digital Marketing,Business
75398,1996,Graphic Design,Design
75398,1996,Creative Writing,Literature
75398,2022,Data Analysis,Statistics
75398,2022,Problem Solving,Mathematics
75398,2022,Digital Marketing,Business
75398,2022,Project Management,Business
75398,2000,Marketing,Business
75398,2000,Creative Writing,Literature
75398,2000,Programming,Computer Science
75398,1998,Programming,Computer Science
75398,1998,Digital Marketing,Business
75398,1998,Web Development,Computer Science
13587,2015,Data Analysis,Statistics
13587,2015,Public Speaking,Communication
13587,2015,Web Development,Computer Science
69159,1980,Marketing,Business
69159,1980,Project Management,Business
