Job_ID,Company_ID,Role,Salary,Location,Type,Status
53474,52093,Business Consultant,4147100,"Phoenix, USA",job_type.remote_full_time,job_status.vacant
79131,13567,Network Administrator,2489300,"Tulsa, USA",job_type.remote_full_time,job_status.vacant
7470,5808,Electrician,764800,"Dar es Salaam, Tanzania",job_type.onsite_part_time,job_status.vacant
7731,10776,Public Relations Coordinator,5431200,"Reno, USA",job_type.remote_full_time,job_status.vacant
51663,76515,Nurse Practitioner,3373300,"Salzburg, Austria",job_type.onsite_part_time,job_status.vacant
99574,88498,Event Manager,802000,"Singapore City, Singapore",job_type.onsite_full_time,job_status.vacant
46919,17694,Cybersecurity Engineer,3148900,"Lubbock, USA",job_type.remote_full_time,job_status.vacant
67176,40315,Environmental Engineer,255400,"London, England",job_type.onsite_part_time,job_status.vacant
72155,34672,Marketing Communications Manager,3706200,"Fresno, USA",job_type.onsite_full_time,job_status.vacant
33247,52093,IT Support Specialist,9411400,"Fayetteville, USA",job_type.remote_full_time,job_status.vacant
17765,213,Event Coordinator,1416800,"Baltimore, USA",job_type.remote_full_time,job_status.vacant
64528,80507,Environmental Scientist,2112700,"Abuja, Nigeria",job_type.remote_part_time,job_status.vacant
85954,19218,Systems Administrator,473900,"Sydney, Australia",job_type.remote_full_time,job_status.vacant
3404,31349,IT Manager,5711200,"Barcelona, Spain",job_type.remote_full_time,job_status.vacant
66732,26386,Network Technician,3164200,"Copenhagen, Denmark",job_type.onsite_full_time,job_status.vacant
34770,63492,Administrative Assistant,6243200,"Riverside, USA",job_type.onsite_part_time,job_status.vacant
51756,71698,Dental Assistant,6025000,"Nairobi, Kenya",job_type.remote_full_time,job_status.vacant
97130,31445,Graphic Artist,5099900,"Abuja, Nigeria",job_type.remote_part_time,job_status.vacant
58926,72737,Brand Strategist,691300,"Santiago, Chile",job_type.remote_part_time,job_status.vacant
38913,46976,IT Project Manager,9905200,"Perth, Australia",job_type.onsite_full_time,job_status.vacant
89499,1695,Pharmacist,976400,"Salzburg, Austria",job_type.remote_full_time,job_status.vacant
25070,119,Retail Manager,6940200,"Porto, Portugal",job_type.onsite_part_time,job_status.vacant
94334,5413,Legal Secretary,7089500,"Winston-Salem, USA",job_type.remote_full_time,job_status.vacant
60229,93307,HR Recruiter,9841000,"St. Louis, USA",job_type.remote_part_time,job_status.vacant
81199,70704,Social Media Coordinator,890700,"Boston, USA",job_type.remote_part_time,job_status.vacant
52977,81213,UX Designer,4989600,"Venice, Italy",job_type.onsite_part_time,job_status.vacant
96892,42509,Social Worker,4734700,"Venice, Italy",job_type.onsite_full_time,job_status.vacant
63603,48542,Legal Counsel,2859200,"Lyon, France",job_type.remote_full_time,job_status.vacant
93040,55853,Public Accountant,1685300,"Greensboro, USA",job_type.onsite_part_time,job_status.vacant
56124,12977,Technical Support Engineer,1595800,"Florence, Italy",job_type.remote_full_time,job_status.vacant
55624,3758,Sales Support Specialist,8649600,"New York City, USA",job_type.remote_part_time,job_status.vacant
1957,40315,Physical Therapist,7946700,"Doha, Qatar",job_type.remote_part_time,job_status.vacant
92174,98020,Operations Coordinator,950700,"Irvine, USA",job_type.remote_part_time,job_status.vacant
1532,30099,Interior Decorator,7718800,"Melbourne, Australia",job_type.onsite_full_time,job_status.vacant
99146,94380,Retail Manager,9911200,"Philadelphia, USA",job_type.remote_full_time,job_status.vacant
82419,70548,Marketing Assistant,6808900,"Los Angeles, USA",job_type.remote_full_time,job_status.vacant
26118,31445,Sales Support Specialist,4685400,"Oklahoma City, USA",job_type.onsite_full_time,job_status.vacant
39223,56412,Sales Manager,9672700,"San Francisco, USA",job_type.remote_full_time,job_status.vacant
23273,44013,Real Estate Agent,8625100,"Abuja, Nigeria",job_type.remote_part_time,job_status.vacant
53735,50925,Dental Assistant,718300,"Houston, USA",job_type.remote_part_time,job_status.vacant
86976,82461,Customer Service Representative,4626000,"Brasília, Brazil",job_type.onsite_full_time,job_status.vacant
79095,44013,Tax Accountant,8051500,"Nashville, USA",job_type.remote_part_time,job_status.vacant
29366,80656,Medical Laboratory Technician,6251200,"Hong Kong, China",job_type.remote_full_time,job_status.vacant
61903,52093,Customer Success Manager,5459200,"Tel Aviv, Israel",job_type.onsite_full_time,job_status.vacant
12310,98302,Public Relations Specialist,9166900,"Budapest, Hungary",job_type.remote_full_time,job_status.vacant
61748,71362,Dental Assistant,4762800,"San Bernardino, USA",job_type.onsite_part_time,job_status.vacant
94403,34338,Product Manager,9026800,"Gilbert, USA",job_type.onsite_part_time,job_status.vacant
3602,71698,Market Research Assistant,5616800,"Moscow, Russia",job_type.remote_part_time,job_status.vacant
21206,9850,IT Security Specialist,5813500,"Newark, USA",job_type.onsite_full_time,job_status.vacant
37793,71362,IT Technician,9479100,"Oakland, USA",job_type.onsite_part_time,job_status.vacant
78667,81311,Medical Laboratory Technician,4326100,"Sacramento, USA",job_type.remote_part_time,job_status.vacant
34637,59276,Legal Secretary,4504100,"Cairo, Egypt",job_type.remote_full_time,job_status.vacant
58818,76515,Technical Support Specialist,8781100,"Reykjavik, Iceland",job_type.remote_full_time,job_status.vacant
30656,13227,Electrical Engineer,2364400,"Irvine, USA",job_type.onsite_part_time,job_status.vacant
64763,52528,Interior Designer,5856700,"Kuala Lumpur, Malaysia",job_type.onsite_full_time,job_status.vacant
50541,42509,Customer Experience Manager,7142900,"Auckland, New Zealand",job_type.onsite_part_time,job_status.vacant
80255,31445,Quality Control Inspector,2277300,"Doha, Qatar",job_type.onsite_full_time,job_status.vacant
54772,34338,Recruitment Specialist,8632700,"San Jose, USA",job_type.onsite_part_time,job_status.vacant
839,12977,Dental Hygienist,2443200,"Bangkok, Thailand",job_type.onsite_full_time,job_status.vacant
23994,79801,Environmental Engineer,4246200,"Abu Dhabi, UAE",job_type.onsite_full_time,job_status.vacant
66006,48079,Mechanical Engineer,3401200,"Singapore City, Singapore",job_type.remote_part_time,job_status.vacant
20294,49186,Cybersecurity Analyst,578000,"Paris, France",job_type.remote_full_time,job_status.vacant
66876,92887,Medical Records Clerk,3045200,"Rio de Janeiro, Brazil",job_type.onsite_full_time,job_status.vacant
89004,41932,Business Development Executive,9326700,"Los Angeles, USA",job_type.remote_part_time,job_status.vacant
14018,27486,SEO Specialist,745700,"Shanghai, China",job_type.remote_part_time,job_status.vacant
77384,71362,Financial Auditor,3214800,"Fort Wayne, USA",job_type.remote_part_time,job_status.vacant
41439,43521,Marketing Assistant,5312500,"Irvine, USA",job_type.remote_part_time,job_status.vacant
30183,56412,Recruiting Coordinator,7932100,"Munich, Germany",job_type.remote_part_time,job_status.vacant
19796,70864,Brand Strategist,1046600,"Milwaukee, USA",job_type.remote_part_time,job_status.vacant
87006,72737,IT Security Analyst,5432400,"Cleveland, USA",job_type.remote_part_time,job_status.vacant
9772,50379,Investment Analyst,6156400,"Anchorage, USA",job_type.onsite_part_time,job_status.vacant
91687,48431,Brand Manager,923100,"Mumbai, India",job_type.remote_part_time,job_status.vacant
38695,52528,Healthcare Administrator,3743400,"Chiang Mai, Thailand",job_type.onsite_full_time,job_status.vacant
56861,16706,Brand Strategist,1422000,"Lexington, USA",job_type.onsite_part_time,job_status.vacant
30599,34672,Mechanical Engineer,7330800,"Honolulu, USA",job_type.onsite_full_time,job_status.vacant
45142,70704,Project Coordinator,4654400,"Beirut, Lebanon",job_type.onsite_full_time,job_status.vacant
66404,71222,Product Owner,2804900,"Krakow, Poland",job_type.onsite_full_time,job_status.vacant
80384,37359,Operations Supervisor,6086900,"Glendale, USA",job_type.remote_part_time,job_status.vacant
53567,82382,Mechanical Engineer,7011700,"Tulsa, USA",job_type.onsite_part_time,job_status.vacant
31707,66608,Marketing Manager,5557800,"Toledo, USA",job_type.onsite_full_time,job_status.vacant
2329,50605,Technical Support Specialist,2442300,"Reykjavik, Iceland",job_type.remote_full_time,job_status.vacant
91507,27355,Network Administrator,9328600,"Sydney, Australia",job_type.remote_full_time,job_status.vacant
5451,81311,Purchasing Manager,6487100,"Manchester, England",job_type.onsite_full_time,job_status.vacant
81324,15223,Customer Service Representative,3148800,"Tel Aviv, Israel",job_type.remote_full_time,job_status.vacant
8958,41181,Marketing Director,2608500,"Winston-Salem, USA",job_type.remote_part_time,job_status.vacant
68553,98753,Physical Therapist,9781000,"Tulsa, USA",job_type.remote_part_time,job_status.vacant
94686,69715,HR Specialist,8899800,"Cairo, Egypt",job_type.onsite_full_time,job_status.vacant
80742,48431,IT Project Manager,6643800,"Virginia Beach, USA",job_type.onsite_part_time,job_status.vacant
93871,10584,Market Research Assistant,6175600,"Melbourne, Australia",job_type.onsite_full_time,job_status.vacant
46989,5834,Technical Support Engineer,9326900,"Paris, France",job_type.remote_full_time,job_status.vacant
88054,9850,Digital Marketing Manager,4495900,"Bogotá, Colombia",job_type.onsite_part_time,job_status.vacant
83040,97028,Nurse Practitioner,6434200,"Denver, USA",job_type.onsite_full_time,job_status.vacant
5806,12548,Dental Hygienist,6720900,"Oslo, Norway",job_type.onsite_full_time,job_status.vacant
19912,46976,Market Research Manager,395900,"Miami, USA",job_type.onsite_full_time,job_status.vacant
8310,34672,HR Director,1111200,"Moscow, Russia",job_type.remote_full_time,job_status.vacant
34876,5216,Financial Auditor,5677000,"Lubbock, USA",job_type.onsite_part_time,job_status.vacant
44736,93585,Data Entry Clerk,8055800,"Lubbock, USA",job_type.onsite_part_time,job_status.vacant
58925,119,Systems Engineer,3098500,"Houston, USA",job_type.remote_full_time,job_status.vacant
31987,80294,Research Scientist,8166300,"Madison, USA",job_type.remote_part_time,job_status.vacant
51431,1539,Logistics Manager,2879500,"Fontana, USA",job_type.remote_full_time,job_status.vacant
15881,31445,UI/UX Developer,5921100,"North Las Vegas, USA",job_type.onsite_full_time,job_status.vacant
56540,5413,Technical Support Engineer,7113400,"Chula Vista, USA",job_type.onsite_full_time,job_status.vacant
72817,70400,Occupational Therapist,8852200,"Budapest, Hungary",job_type.remote_full_time,job_status.vacant
37585,8321,Lawyer,4270500,"Phoenix, USA",job_type.onsite_part_time,job_status.vacant
68277,17694,Healthcare Administrator,2829500,"Baton Rouge, USA",job_type.onsite_full_time,job_status.vacant
4738,9750,Financial Analyst,4701000,"Garland, USA",job_type.remote_part_time,job_status.vacant
84987,58983,HR Specialist,9235000,"Auckland, New Zealand",job_type.remote_full_time,job_status.vacant
41236,34187,Financial Auditor,5701700,"San Jose, USA",job_type.remote_part_time,job_status.vacant
64899,72737,IT Manager,9228400,"Fort Wayne, USA",job_type.onsite_full_time,job_status.vacant
11086,5692,Operations Coordinator,4880600,"Memphis, USA",job_type.remote_part_time,job_status.vacant
50695,70548,Quality Assurance Engineer,8411400,"Lexington, USA",job_type.onsite_part_time,job_status.vacant
61010,78538,Event Coordinator,9475300,"Helsinki, Finland",job_type.onsite_full_time,job_status.vacant
75281,81311,Physical Therapist,7098200,"Corpus Christi, USA",job_type.onsite_part_time,job_status.vacant
21558,3758,IT Security Analyst,4994800,"Birmingham, USA",job_type.remote_full_time,job_status.vacant
51642,98856,Occupational Health and Safety Specialist,3197100,"Raleigh, USA",job_type.onsite_part_time,job_status.vacant
72763,56412,Investment Advisor,6644300,"Virginia Beach, USA",job_type.remote_part_time,job_status.vacant
25281,94380,Market Analyst,2897500,"Cape Town, South Africa",job_type.onsite_full_time,job_status.vacant
82567,39087,Business Development Coordinator,8866100,"Berlin, Germany",job_type.onsite_part_time,job_status.vacant
42733,26386,Sales Support Specialist,7980000,"Brasília, Brazil",job_type.onsite_part_time,job_status.vacant
65184,17694,Business Development Manager,8861700,"Rio de Janeiro, Brazil",job_type.onsite_full_time,job_status.vacant
73062,3890,IT Specialist,8088200,"New Orleans, USA",job_type.onsite_full_time,job_status.vacant
4627,5834,User Interface Designer,9946000,"Seattle, USA",job_type.onsite_part_time,job_status.vacant
96867,69715,Physical Therapy Assistant,8323400,"Boise, USA",job_type.onsite_full_time,job_status.vacant
46445,48431,Insurance Agent,1991600,"Durham, USA",job_type.onsite_part_time,job_status.vacant
76335,88136,Technical Support Engineer,4635400,"Kansas City, USA",job_type.remote_full_time,job_status.vacant
42785,79801,Supply Chain Specialist,8696100,"Seoul, South Korea",job_type.onsite_part_time,job_status.vacant
55211,93585,IT Project Manager,8020400,"Bakersfield, USA",job_type.remote_part_time,job_status.vacant
85756,5692,Teacher,4801600,"Chengdu, China",job_type.remote_part_time,job_status.vacant
66054,71737,Research Scientist,8279300,"Madrid, Spain",job_type.remote_part_time,job_status.vacant
30927,43521,Public Relations Coordinator,250200,"Hong Kong, China",job_type.remote_part_time,job_status.vacant
9972,47708,Network Engineer,3207400,"Cairo, Egypt",job_type.onsite_full_time,job_status.vacant
38984,97925,Physical Therapist,4033900,"Baton Rouge, USA",job_type.onsite_part_time,job_status.vacant
44610,13227,Physical Therapy Assistant,8997800,"Pittsburgh, USA",job_type.onsite_full_time,job_status.vacant
90140,94106,Interior Decorator,5149900,"Honolulu, USA",job_type.onsite_full_time,job_status.vacant
85676,9259,Customer Success Manager,1906600,"Anaheim, USA",job_type.remote_part_time,job_status.vacant
55252,71515,Legal Assistant,2959700,"Munich, Germany",job_type.remote_part_time,job_status.vacant
51170,48407,Network Technician,7377400,"Nashville, USA",job_type.onsite_full_time,job_status.vacant
22491,41932,Operations Supervisor,3969000,"Salzburg, Austria",job_type.remote_part_time,job_status.vacant
32589,27355,Legal Assistant,8545300,"Austin, USA",job_type.onsite_full_time,job_status.vacant
31450,80666,Legal Analyst,516600,"Vienna, Austria",job_type.onsite_full_time,job_status.vacant
82334,35142,Quality Assurance Engineer,5083000,"Bucharest, Romania",job_type.onsite_part_time,job_status.vacant
95600,42897,Recruiting Coordinator,5862900,"Abuja, Nigeria",job_type.onsite_part_time,job_status.vacant
8906,91013,Legal Secretary,1679400,"Rome, Italy",job_type.remote_full_time,job_status.vacant
92884,3890,Legal Secretary,7453300,"Nairobi, Kenya",job_type.remote_full_time,job_status.vacant
79991,56412,Graphic Artist,9278100,"Lisbon, Portugal",job_type.onsite_full_time,job_status.vacant
9948,17808,Financial Risk Analyst,2603500,"Las Vegas, USA",job_type.remote_full_time,job_status.vacant
87068,48079,Technical Support Specialist,7493500,"Seoul, South Korea",job_type.onsite_full_time,job_status.vacant
60176,48542,HR Manager,5858300,"Durham, USA",job_type.onsite_part_time,job_status.vacant
76451,15205,Medical Office Manager,5292600,"Buenos Aires, Argentina",job_type.onsite_full_time,job_status.vacant
70718,66589,Event Manager,2008600,"Seattle, USA",job_type.remote_part_time,job_status.vacant
69070,5061,Business Development Manager,7547100,"London, England",job_type.remote_part_time,job_status.vacant
52150,70548,Marketing Analyst,8458900,"Stockton, USA",job_type.onsite_full_time,job_status.vacant
54189,93585,Executive Assistant,3839100,"Nairobi, Kenya",job_type.remote_part_time,job_status.vacant
68531,213,Financial Planner,3529200,"Copenhagen, Denmark",job_type.remote_full_time,job_status.vacant
24056,18869,Marketing Assistant,4951800,"Seoul, South Korea",job_type.remote_full_time,job_status.vacant
71083,10584,Data Scientist,8199400,"Copenhagen, Denmark",job_type.onsite_part_time,job_status.vacant
6883,37359,User Experience Researcher,564700,"Guangzhou, China",job_type.remote_part_time,job_status.vacant
23705,99593,Customer Support Specialist,8766400,"Minneapolis, USA",job_type.onsite_full_time,job_status.vacant
85379,22617,Business Systems Analyst,3348900,"Washington D.C., USA",job_type.remote_full_time,job_status.vacant
48106,14363,Teacher,6554700,"Glendale, USA",job_type.remote_part_time,job_status.vacant
73570,46441,Software Engineer,6291000,"Stockton, USA",job_type.onsite_part_time,job_status.vacant
44967,55853,Sales Manager,135600,"Milwaukee, USA",job_type.onsite_part_time,job_status.vacant
57112,41804,Lawyer,5481600,"Tel Aviv, Israel",job_type.remote_full_time,job_status.vacant
68817,34672,Public Relations Manager,1702400,"Virginia Beach, USA",job_type.onsite_part_time,job_status.vacant
47437,76875,Social Media Manager,1459600,"Oakland, USA",job_type.remote_part_time,job_status.vacant
61409,70400,Registered Nurse,7001300,"Anchorage, USA",job_type.remote_part_time,job_status.vacant
23108,81311,Occupational Therapist,9281200,"Vienna, Austria",job_type.remote_full_time,job_status.vacant
47904,80656,HR Recruiter,6479900,"Spokane, USA",job_type.remote_part_time,job_status.vacant
34164,31445,User Interface Designer,840800,"Chesapeake, USA",job_type.onsite_full_time,job_status.vacant
30163,14363,User Experience Researcher,6826100,"Modesto, USA",job_type.remote_part_time,job_status.vacant
13906,5834,Architect,8017000,"Shanghai, China",job_type.remote_full_time,job_status.vacant
94359,83911,Physician Assistant,5002000,"Philadelphia, USA",job_type.onsite_part_time,job_status.vacant
95050,19218,Social Media Coordinator,7222600,"Wichita, USA",job_type.remote_full_time,job_status.vacant
36579,80666,Software Tester,1274400,"Warsaw, Poland",job_type.remote_full_time,job_status.vacant
37488,17694,Account Manager,6539400,"Nairobi, Kenya",job_type.remote_part_time,job_status.vacant
54338,17694,Investment Analyst,9674500,"Vancouver, Canada",job_type.remote_full_time,job_status.vacant
22138,58983,Healthcare Administrator,3375900,"Melbourne, Australia",job_type.remote_part_time,job_status.vacant
82888,70400,Financial Clerk,7146000,"Scottsdale, USA",job_type.remote_part_time,job_status.vacant
48775,34910,Occupational Therapist,3247300,"Yonkers, USA",job_type.onsite_full_time,job_status.vacant
80386,43521,Legal Secretary,4992400,"Rio de Janeiro, Brazil",job_type.onsite_part_time,job_status.vacant
70706,16706,Marketing Manager,1855800,"Tulsa, USA",job_type.remote_part_time,job_status.vacant
73796,70704,Project Manager,9818900,"Madrid, Spain",job_type.remote_full_time,job_status.vacant
52364,13227,Software Developer,5549100,"Marrakech, Morocco",job_type.onsite_part_time,job_status.vacant
10060,42943,Public Relations Coordinator,5698500,"Gilbert, USA",job_type.onsite_full_time,job_status.vacant
62543,18869,Business Development Manager,524400,"Porto, Portugal",job_type.remote_full_time,job_status.vacant
87582,14363,Marketing Director,7148300,"Cleveland, USA",job_type.remote_full_time,job_status.vacant
1158,55853,Digital Marketing Specialist,4359900,"Detroit, USA",job_type.onsite_full_time,job_status.vacant
6474,2449,Insurance Broker,306800,"Budapest, Hungary",job_type.remote_full_time,job_status.vacant
11226,52528,HR Generalist,327500,"Washington D.C., USA",job_type.remote_full_time,job_status.vacant
58060,23873,Account Coordinator,4170500,"Fontana, USA",job_type.remote_full_time,job_status.vacant
84249,71222,Architect,3461000,"San Bernardino, USA",job_type.remote_full_time,job_status.vacant
89194,48542,Architect,7889300,"Dubai, UAE",job_type.onsite_part_time,job_status.vacant
86421,13227,Civil Engineer,455300,"Brasília, Brazil",job_type.remote_part_time,job_status.vacant
68662,94106,Network Analyst,8264400,"Raleigh, USA",job_type.onsite_full_time,job_status.vacant
71816,81213,Research Coordinator,5293100,"Minneapolis, USA",job_type.remote_full_time,job_status.vacant
83069,98856,Product Marketing Manager,6349700,"Birmingham, USA",job_type.remote_full_time,job_status.vacant
71238,50379,Research Scientist,992700,"San Francisco, USA",job_type.onsite_part_time,job_status.vacant
92353,18869,Recruiting Coordinator,4213400,"Plano, USA",job_type.onsite_full_time,job_status.vacant
17356,49858,Legal Secretary,3613400,"Bucharest, Romania",job_type.remote_full_time,job_status.vacant
26125,53725,Teacher,5667800,"Arlington, USA",job_type.onsite_part_time,job_status.vacant
9615,12548,Business Development Coordinator,9160400,"Stockton, USA",job_type.onsite_full_time,job_status.vacant
63518,41181,Systems Administrator,5980500,"Laredo, USA",job_type.onsite_part_time,job_status.vacant
53862,19052,Marketing Assistant,1070600,"Oklahoma City, USA",job_type.remote_full_time,job_status.vacant
22458,5692,Executive Assistant,4686100,"Lima, Peru",job_type.remote_full_time,job_status.vacant
45870,119,IT Specialist,4401000,"Garland, USA",job_type.onsite_full_time,job_status.vacant
69032,37359,Public Accountant,5836200,"Vienna, Austria",job_type.remote_full_time,job_status.vacant
83581,96774,Data Entry Specialist,3754200,"Lincoln, USA",job_type.onsite_full_time,job_status.vacant
64476,56550,Operations Analyst,7349300,"Tel Aviv, Israel",job_type.remote_full_time,job_status.vacant
35948,2449,Digital Marketing Manager,6236400,"Fresno, USA",job_type.remote_part_time,job_status.vacant
59076,50605,Customer Experience Manager,183300,"Dublin, Ireland",job_type.onsite_full_time,job_status.vacant
73949,48542,Quality Control Inspector,862800,"San Francisco, USA",job_type.onsite_part_time,job_status.vacant
18784,6045,Product Marketing Manager,7580900,"Buenos Aires, Argentina",job_type.remote_full_time,job_status.vacant
95413,19218,Marketing Communications Manager,4124800,"Toronto, Canada",job_type.remote_full_time,job_status.vacant
48649,46441,UI/UX Developer,7813700,"Charlotte, USA",job_type.remote_full_time,job_status.vacant
68741,13227,User Experience Researcher,8619100,"Lima, Peru",job_type.remote_part_time,job_status.vacant
78316,34338,Human Resources Manager,5154500,"Denver, USA",job_type.onsite_part_time,job_status.vacant
66701,18869,UI/UX Developer,3414700,"Tokyo, Japan",job_type.onsite_full_time,job_status.vacant
30168,97295,Software Tester,4115500,"Chengdu, China",job_type.onsite_full_time,job_status.vacant
44399,34910,Copywriter,2655500,"Kyoto, Japan",job_type.onsite_part_time,job_status.vacant
72338,91301,Occupational Therapist Assistant,7931700,"Lubbock, USA",job_type.remote_part_time,job_status.vacant
66494,48079,Production Supervisor,3035900,"Lincoln, USA",job_type.onsite_part_time,job_status.vacant
69041,9850,Product Owner,6869500,"Gilbert, USA",job_type.onsite_part_time,job_status.vacant
47421,44556,Nurse Manager,2409800,"Vancouver, Canada",job_type.remote_part_time,job_status.vacant
17821,72160,Database Administrator,5435900,"Nice, France",job_type.remote_part_time,job_status.vacant
6926,49858,Systems Engineer,4577400,"Memphis, USA",job_type.remote_full_time,job_status.vacant
80037,10776,Legal Secretary,5508000,"Sacramento, USA",job_type.remote_part_time,job_status.vacant
42645,276,Business Consultant,1371400,"Miami, USA",job_type.onsite_full_time,job_status.vacant
70079,80656,Digital Marketing Manager,6775900,"Miami, USA",job_type.onsite_full_time,job_status.vacant
11547,80294,Network Security Engineer,6558300,"Kansas City, USA",job_type.onsite_part_time,job_status.vacant
37000,96774,Lawyer,5378100,"Madrid, Spain",job_type.remote_part_time,job_status.vacant
99593,47327,Digital Marketing Coordinator,7095900,"Reno, USA",job_type.onsite_full_time,job_status.vacant
70152,5834,HR Director,4663600,"Moscow, Russia",job_type.onsite_part_time,job_status.vacant
63244,82267,Legal Analyst,5125600,"Corpus Christi, USA",job_type.onsite_part_time,job_status.vacant
43780,98856,Technical Support Specialist,2152300,"New Orleans, USA",job_type.onsite_full_time,job_status.vacant
6091,91013,Teacher,5642400,"Krakow, Poland",job_type.remote_part_time,job_status.vacant
18620,41804,Legal Assistant,5560700,"Helsinki, Finland",job_type.remote_full_time,job_status.vacant
26082,8539,HR Director,5440300,"Oakland, USA",job_type.onsite_full_time,job_status.vacant
21921,70386,Pharmacist,3067700,"Orlando, USA",job_type.remote_part_time,job_status.vacant
12663,5413,Talent Manager,4426100,"Tulsa, USA",job_type.onsite_part_time,job_status.vacant
56779,66608,IT Consultant,2695800,"Fremont, USA",job_type.remote_part_time,job_status.vacant
29487,86446,Occupational Therapist,4653200,"Colorado Springs, USA",job_type.onsite_part_time,job_status.vacant
55795,76875,Compliance Officer,1379900,"Tacoma, USA",job_type.onsite_part_time,job_status.vacant
56180,92887,Mechanical Engineer,8876700,"Scottsdale, USA",job_type.remote_full_time,job_status.vacant
74209,14363,Lawyer,1897600,"Irvine, USA",job_type.onsite_part_time,job_status.vacant
13775,14547,Data Analyst,7827500,"Houston, USA",job_type.remote_full_time,job_status.vacant
40483,55853,HR Director,7940000,"Yonkers, USA",job_type.remote_part_time,job_status.vacant
2263,70400,Lawyer,3260400,"Durham, USA",job_type.remote_part_time,job_status.vacant
29838,71737,Research Assistant,262000,"Tel Aviv, Israel",job_type.remote_full_time,job_status.vacant
90697,46441,Supply Chain Analyst,7264800,"Garland, USA",job_type.onsite_part_time,job_status.vacant
51679,83904,Administrative Assistant,3292900,"Chiang Mai, Thailand",job_type.remote_part_time,job_status.vacant
60544,70704,Supply Chain Manager,9860900,"Garland, USA",job_type.onsite_part_time,job_status.vacant
65291,27486,IT Administrator,5485700,"Porto, Portugal",job_type.onsite_part_time,job_status.vacant
24430,5413,Retail Manager,3512900,"Dubai, UAE",job_type.onsite_part_time,job_status.vacant
1548,12977,Sales Manager,996700,"Savannah, USA",job_type.remote_full_time,job_status.vacant
10026,79856,Dental Assistant,5495600,"Auckland, New Zealand",job_type.remote_full_time,job_status.vacant
79962,89079,Tax Accountant,3810600,"Nairobi, Kenya",job_type.onsite_part_time,job_status.vacant
96194,5692,Financial Analyst,7517300,"Cape Town, South Africa",job_type.onsite_part_time,job_status.vacant
98049,80294,IT Auditor,5489400,"Vancouver, Canada",job_type.remote_full_time,job_status.vacant
56633,52528,Mechanical Technician,1628300,"Abu Dhabi, UAE",job_type.remote_full_time,job_status.vacant
35549,66589,HR Assistant,5143500,"Mumbai, India",job_type.onsite_part_time,job_status.vacant
16971,9259,SEO Specialist,9120900,"Stockton, USA",job_type.onsite_full_time,job_status.vacant
78399,70427,Marketing Manager,6353000,"Florence, Italy",job_type.onsite_full_time,job_status.vacant
42837,94529,Research Scientist,3190000,"Modesto, USA",job_type.onsite_full_time,job_status.vacant
37988,70704,Financial Analyst,2647900,"Buenos Aires, Argentina",job_type.onsite_part_time,job_status.vacant
82626,93094,Quality Assurance Engineer,4486800,"Reno, USA",job_type.remote_full_time,job_status.vacant
21255,50900,Recruiting Coordinator,7370900,"Santiago, Chile",job_type.onsite_part_time,job_status.vacant
26561,10776,Content Writer,677700,"Jersey City, USA",job_type.onsite_full_time,job_status.vacant
71607,27355,Technical Support Engineer,4311900,"Richmond, USA",job_type.onsite_part_time,job_status.vacant
68911,5061,HR Coordinator,6632600,"Rio de Janeiro, Brazil",job_type.onsite_full_time,job_status.vacant
18455,43932,IT Auditor,1651500,"Auckland, New Zealand",job_type.remote_part_time,job_status.vacant
1895,70548,Environmental Engineer,6485400,"Arlington, USA",job_type.remote_part_time,job_status.vacant
66974,34672,Graphic Artist,9719700,"Jacksonville, USA",job_type.remote_part_time,job_status.vacant
33350,5808,Event Coordinator,2244800,"Guangzhou, China",job_type.remote_part_time,job_status.vacant
98861,39087,Architect,5284800,"Adelaide, Australia",job_type.remote_part_time,job_status.vacant
61834,91301,Biomedical Engineer,3905800,"Brussels, Belgium",job_type.remote_full_time,job_status.vacant
18814,76334,Sales Support Specialist,8482500,"Buenos Aires, Argentina",job_type.onsite_full_time,job_status.vacant
89478,37359,Physical Therapist,4193500,"Omaha, USA",job_type.remote_part_time,job_status.vacant
86204,49858,Business Systems Analyst,3757000,"Brussels, Belgium",job_type.onsite_part_time,job_status.vacant
93125,91301,Content Manager,6160600,"Oakland, USA",job_type.remote_part_time,job_status.vacant
81979,52530,Public Relations Manager,8194500,"Stockholm, Sweden",job_type.remote_full_time,job_status.vacant
92164,35142,Business Consultant,8288100,"Glendale, USA",job_type.onsite_part_time,job_status.vacant
65017,63656,Financial Risk Analyst,9999600,"Guangzhou, China",job_type.remote_full_time,job_status.vacant
61679,45130,Graphic Designer,317500,"Modesto, USA",job_type.remote_full_time,job_status.vacant
73041,71515,Quality Control Inspector,5007000,"Florence, Italy",job_type.onsite_full_time,job_status.vacant
4580,93585,Sales Manager,581600,"Atlanta, USA",job_type.onsite_part_time,job_status.vacant
68894,30099,Marketing Analyst,1025700,"Adelaide, Australia",job_type.remote_full_time,job_status.vacant
89407,19248,Network Analyst,5588900,"Salzburg, Austria",job_type.onsite_part_time,job_status.vacant
77067,5692,Inventory Manager,5536900,"Doha, Qatar",job_type.remote_part_time,job_status.vacant
81235,20995,IT Technician,5613600,"Miami, USA",job_type.remote_part_time,job_status.vacant
28685,80507,IT Security Analyst,8978800,"Cologne, Germany",job_type.onsite_part_time,job_status.vacant
47131,72737,Electrician,7296400,"Salzburg, Austria",job_type.remote_part_time,job_status.vacant
